序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,新莊機廠主維修工廠增設不銹鋼玻璃隔屏工程,1923154,工程類,11108
2,多用途記錄器採購,404000,財物類,11108
3,矽控整流器等5項採購,185640,財物類,11108
4,夾膠式絕緣接頭等3項採購,2270293,財物類,11108
5,兒童新樂園監視系統故障檢修工作,931828,勞務類,11108
6,空氣軟管採購,預算金額不公開,財物類,11108
7,直束探頭等5項採購,預算金額不公開,財物類,11108
8,繼電器等2項採購,預算金額不公開,財物類,11108
9,絕緣防潮保護膠採購,預算金額不公開,財物類,11108
10,示溫貼紙採購,146160,財物類,11108
11,平墊圈M8等26項採購,194000,財物類,11108
12,NS1電力電驛等2項採購,預算金額不公開,財物類,11108
13,371型齒輪箱減震橡膠墊等2項採購,預算金額不公開,財物類,11108
14,北投機廠多功能分享辦公空間整修工作,2647667,勞務類,11108
15,VAL256電聯車推進馬達線圈更換工作,844324,勞務類,11108
16,控制電驛等3項採購,預算金額不公開,財物類,11108
17,雙連站等37站月台門動程數據分析預警系統開發工作,1569890,勞務類,11108
18,執勤公務包採購,412768,財物類,11108
19,自動模式(AMR2)繼電器採購,預算金額不公開,財物類,11108
20,風向風速儀採購,450000,財物類,11108
21,無機房及油壓電梯整修工作,8660000,勞務類,11108
22,北投機廠住宿早餐服務工作,988617,勞務類,11108
23,南京復興站AR沉浸式體驗服務,"766,500",勞務類,11108
24,321型電聯車牽引馬達修護工作,612150,勞務類,11108
25,256型電聯車用聯結器油壓缸採購,預算金額不公開,財物類,11108
26,鉛酸蓄電池組等2項採購,330000,財物類,11108
27,256型電聯車用壓縮機機體等2項採購,預算金額不公開,財物類,11108
28,KONE電扶梯用馬達速度偵測器等5項採購,預算金額不公開,財物類,11108
29,繼電器(D-U204)等4項採購,預算金額不公開,財物類,11108
30,滾輪組採購,預算金額不公開,財物類,11108
31,環狀線新北產業園區站景觀燈復原工作,165550,勞務類,11108
32,冷媒過濾/乾燥器採購,預算金額不公開,財物類,11108
33,MINI-PCIE記憶卡採購,預算金額不公開,財物類,11108
34,油漆筆等5項採購,969570,財物類,11108
35,捷運中山站美學示範廣告牆改善工作,1693935,勞務類,11108
36,板南線南港段水電及消防設備保養維護工作,36338516,勞務類,11108
37,貓空纜車人工監測服務工作,3526900,勞務類,11108
38,PDCC旋轉開關採購等2項採購,預算金額不公開,財物類,11108
39,座椅底漆組等7項採購,921000,財物類,11108
40,NetIQ授權系統軟體升級及維護工作,990000,勞務類,11108
41,繼電器等12項採購,預算金額不公開,財物類,11108
42,車門控制器等3項採購,4977000,財物類,11108
43,馬達大修套件等6項採購,預算金額不公開,財物類,11108
44,驅動皮帶採購,預算金額不公開,財物類,11108
45,EMT管等8項採購,227000,財物類,11108
46,T8 LED燈管等2項採購,預算金額不公開,財物類,11108
47,雲端主機租賃服務工作,8474000,勞務類,11108
48,板南線部分廠站火警系統重置工程,76210256,工程類,11108
49,台北車站、國父紀念館站及東區地下街第二廣場天花板更新工程,176329430,工程類,11108
50,貓空纜車場站、水舞及動物園站地下停車場機電設備保養維護工,13787752,勞務類,11108
51,久任獎座採購,3266550,財物類,11108
52,轉速計採購,預算金額不公開,財物類,11108
53,馬達煞車電磁閥採購,預算金額不公開,財物類,11108
54,電子發票證明聯感熱紙採購,641617,財物類,11108
55,北投機廠機電設備保養維護工作,29971596,勞務類,11108
56,松山新店線松山段水電及消防設備保養維護工作,24253156,勞務類,11108
57,現金袋封籤採購,195195,財物類,11108
58,圓山站等3站月台門緊急釋放機構(ERM)採購,1678239,財物類,11108
59,板南線臺北車站商業空間設置工作,8493726,勞務類,11108
60,貓空纜車營運服務工作,14302622,勞務類,11108
61,捷運中山地下街出入口暨線形公園整體改造工程第1期,95268765,工程類,11108
62,捷運北投機廠火警系統重置工程,24634615,工程類,11108
63,夾膠式絕緣接頭等3項採購,2270293,財物類,11108
64,松山新店線松山段空調設備保養維護工作,33587886,勞務類,11108
