序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,推進碳刷接地環採購,預算金額不公開,財物類,11306
2,TSIS訊號處理與傳輸電路板等4項採購,預算金額不公開,財物類,11306
3,北投機廠車輛處等職員空間及廁所更新工作,"27,940,380",勞務類,11306
4,紙鈔機等15項採購,預算金額不公開,財物類,11306
5,二位數指撥數字開關等2項採購,預算金額不公開,財物類,11306
6,網路卡等2項採購,預算金額不公開,財物類,11306
7,電瓶溫度開關組採購,預算金額不公開,財物類,11306
8,文湖線電聯車導引輪鋼圈電泳塗裝工作,"1,480,500",勞務類,11306
9,自鎖螺帽採購,"252,000",財物類,11306
10,新店、南港機廠及淡水線道碴段連鎖區木枕表面塗佈工作,"2,071,285",勞務類,11306
11,車頭攝影機採購,"1,026,572",財物類,11306
12,包藥焊線等6項採購,預算金額不公開,財物類,11306
13,垂直減震器採購,"1,371,006",財物類,11306
14,集電靴三角固定座等3項採購,預算金額不公開,財物類,11306
15,兒童新樂園自動收費系統伺服器效能調校及故障檢修工作,"644,020",勞務類,11306
16,321/341型空調出風口飾條輔助固定支架採購,"1,241,730",財物類,11306
17,壓力調節閥閥柱等28項採購,"1,026,449",財物類,11306
18,加值讀卡機主機板等2項採購,預算金額不公開,財物類,11306
19,推進馬達電刷臂等2項採購,預算金額不公開,財物類,11306
20,電源轉換模組採購,預算金額不公開,財物類,11306
21,直束探頭等5項採購,預算金額不公開,財物類,11306
22,貓空纜車塔柱及軌道除鏽上漆工作,"2,026,078",勞務類,11306
23,兒童新樂園遊樂設施座椅軟墊製新及修復工作,"580,968",勞務類,11306
24,捷之旅上架OTA平台服務外包工作,"1,434,384",勞務類,11306
25,KONE電梯乘場語音增設工作,"407,925",勞務類,11306
26,內湖機廠登車平台欄杆更新工作,"1,051,622",勞務類,11306
27,繼電器驅動板(XA6)採購,預算金額不公開,財物類,11306
28,密閉式鉛酸蓄電池等7項採購,"542,000",財物類,11306
29,空壓機啟動控制電驛轉接板採購,預算金額不公開,財物類,11306
30,淡水信義線、松山新店線、中和新蘆線及板南線環境控制設備維,"4,996,148",勞務類,11306
31,捷運車站標誌燈片及站名指標更新改善工作,"9,547,829",勞務類,11306
32,多功能模組等4項採購,預算金額不公開,財物類,11306
33,主控制板等4項採購,預算金額不公開,財物類,11306
34,變頻器等2項採購,預算金額不公開,財物類,11306
35,行控中心參觀台電控薄膜採購,"1,477,025",財物類,11306
36,臺北捷運信用卡支付票證服務案(A、B組) ,"101,835,000",勞務類,11306
37,第三軌組件重置採購(第三期) ,"145,499,988",財物類,11306
38,電源板等2項採購,預算金額不公開,財物類,11306
39,聯結器軸銷襯套等6項採購,"665,070",財物類,11306
40,車軸鼻軸油封採購,預算金額不公開,財物類,11306
41,貓空纜車場站除鏽上漆工作,"4,078,979",勞務類,11306
42,混凝土枕軌枕螺栓等2項採購,"5,749,800",財物類,11306
43,PLT箱風扇採購,預算金額不公開,財物類,11306
44,手動解鎖機構總成等7項採購,"833,438",財物類,11306
45,告警控制卡採購,預算金額不公開,財物類,11306
46,引擎散熱葉片採購,預算金額不公開,財物類,11306
47,包藥焊線等6項採購,預算金額不公開,財物類,11306
48,臺北小巨蛋形象影片製作案,"1,000,000",勞務類,11306
49,士林站TOD連通道自動收費設備建置工作,"3,274,688",勞務類,11306
50,捷運淡水站轉乘停車場停管及自動收費設備維護保養工作,"1,835,348",勞務類,11306
51,軌道大型維修車輛勞務配合工作,"46,984,224",勞務類,11306
52,紅線臺北車站大廳層裝修工程,"78,809,000",工程類,11306
53,文湖線及板南線場站水電照明設備改善工作,"9,824,000",勞務類,11306
54,貓空纜車、臺北小巨蛋及兒童新樂園保全警衛工作,"67,536,258",勞務類,11306
55,12芯電纜線採購,"9,919,350",財物類,11306
56,新店、南港機廠及淡水線道碴段連鎖區木枕表面塗佈工作,"2,071,285",勞務類,11306
57,日立永大電(扶)梯設備維護工作,"66,167,000",勞務類,11306
58,兒童新樂園摩天輪輻條電纜線及螺栓更新工作,"6,523,985",勞務類,11306
59,371型油氣分離器採購,預算金額不公開,財物類,11306
60,捷運土城、新莊及蘆洲機廠攝影機增設採購,"1,444,275",財物類,11306
