序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,自動到站廣播模組採購,預算金額不公開,財物類,11304
2,資訊耗材等82項採購,"5,397,314",財物類,11304
3,貓空纜車自動收費系統設備採購,"6,723,930",財物類,11304
4,偵煙器底座採購,預算金額不公開,財物類,11304
5,絕緣閘極雙極性電晶體採購,"65,494,800",財物類,11304
6,321/341型電聯車輔助電力系統及煞車系統重置採購,"2,052,513,406",財物類,11304
7,321/341型電聯車煞車卡鉗支柱更換及銲補工作,"6,147,792",勞務類,11304
8,推力軸承等2項採購,預算金額不公開,財物類,11304
9,信義、松山、板橋、中和新蘆等路段部分場站照明重置採購,"362,919,000",財物類,11304
10,壓縮機卸載閥採購,預算金額不公開,財物類,11304
11,高運量號誌系統5E轉轍器號誌機增設工作,"447,817",勞務類,11304
12,文湖線電聯車車軸(差速器齒輪組及減速齒輪組)重置採購,預算金額不公開,財物類,11304
13,除銹潤滑油等6項採購,"1,258,530",財物類,11304
14,路障偵測器開關採購,預算金額不公開,財物類,11304
15,市政府站月台門紅外線感測器安裝工作,"497,908",財物類,11304
16,接地碳刷採購,預算金額不公開,財物類,11304
17,進場作業管制系統IC卡感應器採購,預算金額不公開,財物類,11304
18,車間通道彈簧採購,"1,226,000",財物類,11304
19,KONE電扶梯扶手帶軌道採購,"1,458,731",財物類,11304
20,電腦及周邊設備等9項採購,"15,893,000",財物類,11304
21,廁所自動消毒殺菌器租賃採購,"1,359,792",財物類,11304
22,南勢角到古亭、中正紀念堂、台大醫院及綠線西門站月台端牆電,"431,960",勞務類,11304
23,370型EB增壓缸修理包等2項採購,預算金額不公開,財物類,11304
24,矩陣卡採購,預算金額不公開,財物類,11304
25,車站周邊交通標誌標線採購,"736,598",財物類,11304
26,壓力配置閥門電路板採購,預算金額不公開,財物類,11304
27,紅線台北車站電(扶)梯監控訊號整合工程,"21,759,525",工程類,11304
28,昆陽站自動收費系統無障礙設施重置採購,"3,661,035",財物類,11304
29,2023年年報設計製作案,"510,000",勞務類,11304
30,消防廣播主機等9項採購,預算金額不公開,財物類,11304
31,研發中心虛實互動展示服務工作,"525,000",勞務類,11304
32,各機廠、交九行控大樓、捷運行政大樓及相關區域保全警衛工作,"102,241,722",勞務類,11304
33,淡水段、新店段及板南線部分場站空調設備重置工程,"193,456,800",工程類,11304
34,緊急鬆脫螺栓採購,預算金額不公開,財物類,11304
35,鋼軌吊運工作,"515,859",勞務類,11304
36,捷運淡水站轉乘停車場停管及自動收費設備維護保養工作 ,"1,411,358",勞務類,11304
37,大型吊車租賃工作,"294,000",勞務類,11304
38,月台門緊急停車按鈕安全電驛採購,預算金額不公開,財物類,11304
39,煞車速度感測器外殼等3項採購,"818,664",財物類,11304
40,一般煞車壓力調節閥等5項採購,預算金額不公開,財物類,11304
41,頂昇機自動注油器採購,預算金額不公開,財物類,11304
42,松江南京等站配合商業空間自動售票機移設等工作,"996,100",勞務類,11304
43,文湖線EMS精進功能增設工作,"9,672,008",勞務類,11304
44,文湖線VAL256電聯車車廂內裝優化工作,"5,965,420",勞務類,11304
45,捷運場站空調系統馬達控制盤保養維護工作,"21,721,445",勞務類,11304
46,纜索非破壞檢測記錄器採購,"2,099,987",財物類,11304
47,場站綠美化租賃採購,"17,112,608",財物類,11304
48,輔助電驛等10項採購,預算金額不公開,財物類,11304
49,積體電路採購,預算金額不公開,財物類,11304
50,兒童新樂園遊樂設施非破壞檢測工作,"1,410,829",勞務類,11304
51,定距管軸承組等26項採購,預算金額不公開,財物類,11304
52,301型推進換流器散熱風扇總成採購,預算金額不公開,財物類,11304
53,車側顯示器路線LED模組等2項採購,預算金額不公開,財物類,11304
54,鋼軌研磨車重置採購,"435,030,988",財物類,11304
55,潤滑油等9項採購,預算金額不公開,財物類,11304
56,兒童新樂園膜結構維護檢查工作,"1,485,064",勞務類,11304
57,帳務系統維護工作,"1,312,500",勞務類,11304
58,2024捷運盃街舞大賽活動案,"5,500,000",勞務類,11304
59,捷運車站及權管範圍保全警衛工作(A-C組),"701,816,590",勞務類,11304
60,KONE電(扶)梯設備維護工作,"43,552,000",勞務類,11304
61,日常用品採購,"2,893,793",財物類,11304
62,數位無線電多工器採購,預算金額不公開,財物類,11304
63,錄影主機採購,預算金額不公開,財物類,11304
64,岔心組件重置採購,"32,679,999",財物類,11304
65,兒童新樂園多元支付暨票證整合採購,"11,587,964",財物類,11304
66,文湖線及南港展覽館站OTIS電(扶)梯設備維護工作,"98,800,000",勞務類,11304
67,捷運文湖線南港軟體園區至南港展覽館站間隔音牆改善工程,"65,596,388",工程類,11304
68,捷運車站及機廠污水系統重置(第一期)採購,"63,875,000",財物類,11304
69,交九行控中心數位無線電中央控制設備重置採購,"331,364,000",財物類,11304
70,臺北小巨蛋清潔維護工作,"40,161,415",勞務類,11304
71,電瓶試驗器採購,"4,480,000",財物類,11304
72,Oracle資料庫軟體維護授權採購,"31,520,000",財物類,11304
73,370型電聯車鼓風機馬達電源供應器等4項採購,預算金額不公開,財物類,11304
