序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,321/341型電聯車風道外蓋飾板拆裝工作,公開取得報價單或企劃書,勞務類,11504
2,北投機廠十噸貨梯設備維護工作,公開取得報價單或企劃書,勞務類,11504
3,Oracle資料庫軟體維護授權採購,經公開評選或公開徵求之限制性招標,財物類,11504
4,快速熔斷指示型保險絲等7項採購,經公開評選或公開徵求之限制性招標,財物類,11504
5,自動模式繼電器採購,經公開評選或公開徵求之限制性招標,財物類,11504
6,KONE電(扶)梯設備維護工作,公開招標,勞務類,11504
7,機油濾心等16項採購 ,公開取得報價單或企劃書,財物類,11504
8,高運量新蘆線浮動式道床清潔及定位標示牌安裝工作,公開取得報價單或企劃書,勞務類,11504
9,車門玻璃採購,公開取得報價單或企劃書,財物類,11504
10,科技大樓站新增出入口票證設備多元支付模組改善工作,公開招標,勞務類,11504
11,場站綠美化租賃採購,公開招標,財物類,11504
12,中和、新莊及蘆洲線傳輸終端設備重置採購,公開招標,財物類,11504
13,機房地坪改善工作,公開招標,勞務類,11504
14,電(扶)梯變頻器重置採購(A、B、C組),公開招標,財物類,11504
15,自動收費閘門旅客顯示器總成採購,公開招標,財物類,11504
16,捷運車站緊急對講機擴充、移設及新增工作,公開招標,勞務類,11504
17,手提乾粉滅火器(車用加壓ABC-10型)等2項採購,公開招標,財物類,11504
18,北投機廠開發案模型展示服務工作,公開取得報價單或企劃書,勞務類,11504
19,煞車電子控制單元採購,經公開評選或公開徵求之限制性招標,財物類,11504
20,集電靴等2項採購,經公開評選或公開徵求之限制性招標,財物類,11504
21,馬達模組等2項採購,經公開評選或公開徵求之限制性招標,財物類,11504
22,北投機廠及北投旅客服務中心電梯設備維護工作,公開取得報價單或企劃書,勞務類,11504
23,平行槽煞車塊等2項採購,經公開評選或公開徵求之限制性招標,財物類,11504
24,爵士廣場照明改善工作,公開招標,勞務類,11504
25,手拉環吊帶組等2項採購,公開取得報價單或企劃書,財物類,11504
26,地下街清潔維護工作,公開招標,勞務類,11504
27,微動開關等3項採購,經公開評選或公開徵求之限制性招標,財物類,11504
28,台車輔助輪採購,公開取得報價單或企劃書,財物類,11504
29,轉轍輪絕緣套管等2項採購,公開取得報價單或企劃書,財物類,11504
30,商場設施設備維護工作,公開招標,勞務類,11504
31,壓力開關採購,公開取得報價單或企劃書,財物類,11504
32,電磁鎖等2項採購,公開取得報價單或企劃書,財物類,11504
33,371型電聯車TSIS-CPU板等2類電路板測試程式組委外開發諮詢工,公開招標,勞務類,11504
34,文湖線及貓空纜車緊急發電機維護保養工作,公開招標,勞務類,11504
35,捷運全線場站滲漏水維修工作,公開招標,勞務類,11504
36,第三軌組件重置採購(第四期),公開招標,財物類,11504
37,日常用品採購,公開招標,財物類,11504
38,邏輯控制單元(PEDC)模組採購,經公開評選或公開徵求之限制性招標,財物類,11504
39,華捷主變電站161kV GIS斷路器重置採購,經公開評選或公開徵求之限制性招標,財物類,11504
40,貓空纜車軌道及鋼構除鏽上漆工作,公開取得報價單或企劃書,勞務類,11504
41,板南線數位列車排播平台及到站顯示器軟體維護工作,公開取得報價單或企劃書,勞務類,11504
42,皮帶等29項採購,公開取得報價單或企劃書,財物類,11504
43,LED雕花燈罩頭燈總成採購,公開取得報價單或企劃書,財物類,11504
44,液壓馬達等2項採購,公開取得報價單或企劃書,財物類,11504
45,電梯車廂地板更換工作,公開取得報價單或企劃書,勞務類,11504
46,七張車班裝修工程,公開招標,工程類,11504
47,文湖線隔音牆油漆塗裝工作,公開招標,勞務類,11504
48,閘刀開關保險絲採購,公開取得報價單或企劃書,財物類,11504
49,貓空纜車系統設備吊運工作,公開取得報價單或企劃書,勞務類,11504
50,兒童新樂園戶外遮陽設施改善委託設計及監造技術服務工作,經公開評選或公開徵求之限制性招標,勞務類,11504
51,KONE電(扶)梯變頻器重置採購,經公開評選或公開徵求之限制性招標,財物類,11504
52,捷運車站及機廠污水設備銜接衛生下水道系統工程(第九期)委託,公開招標,勞務類,11504
53,南勢角站至大橋頭站水電系統設備保養維護工作,公開招標,勞務類,11504
54,自動收費系統電腦設備維護工作,公開招標,勞務類,11504
55,標準型基鈑重置(第五期)採購,公開招標,財物類,11504
56,高運量321/341型電聯車車門板重置採購,公開招標,財物類,11504
57,新店段及台大醫院站空調設備第一期重置採購,公開招標,財物類,11504
58,摺疊式異物排除組等2項採購,公開取得報價單或企劃書,財物類,11504
