序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,貓空纜車場站、水舞及動物園站地下停車場機電設備保養維護工,13787752,勞務類,11107
2,256型電聯車用聯結器油壓缸採購,預算金額不公開,財物類,11107
3,DCU板電池等2項採購,預算金額不公開,財物類,11107
4,潤滑噴劑等6項採購,預算金額不公開,財物類,11107
5,主處理單元採購,預算金額不公開,財物類,11107
6,集電靴塊(321/341型)採購,3939000,財物類,11107
7,CNIM電扶梯用電磁接觸器等3項採購,預算金額不公開,財物類,11107
8,金屬彈簧等3項採購,預算金額不公開,財物類,11107
9,永大電(扶)梯設備維護工作,63600000,勞務類,11107
10,捷運車站軸流式風機及空調箱軸承更換工作,4400000,勞務類,11107
11,速度選擇開關等7項採購,預算金額不公開,財物類,11107
12,文湖線南京復興站商業空間設置工作,3288490,勞務類,11107
13,百貨類或超市(大賣場)類禮券(提貨券)採購,5520000,財物類,11107
14,台北車站(淡水線)自動售票機移設工作,1151723,勞務類,11107
15,聯結器環形彈簧採購,預算金額不公開,財物類,11107
16,鉛酸蓄電池組等2項採購,300000,財物類,11107
17,電源板採購,預算金額不公開,財物類,11107
18,CNIM電扶梯用馬達煞車電磁閥等2項採購,預算金額不公開,財物類,11107
19,高運量馬達控制器採購,998000,財物類,11107
20,321型電聯車煞車卡鉗支柱更換及銲補工作,4701110,勞務類,11107
21,CNIM電扶梯用輔助煞車電磁閥採購,預算金額不公開,財物類,11107
22,電聯車各式馬達修護工作,8757106,勞務類,11107
23,雙連站等37站月台門動程數據分析預警系統開發工作,"1,569,890",勞務類,11107
24,高強度玻璃纖維修復帶採購,預算金額不公開,財物類,11107
25,集電靴自鎖螺帽採購,預算金額不公開,財物類,11107
26,風速儀集錄器主控制單元採購,預算金額不公開,財物類,11107
27,紅外線熱影像儀採購,"136,000",財物類,11107
28,MP6研磨機離合器等2項採購,預算金額不公開,財物類,11107
29,鎖顎連桿軸銷等3項採購,預算金額不公開,財物類,11107
30,371型電聯車空壓機機油濾心採購,"246,000",財物類,11107
31,網路型數位影像模組等2項採購,預算金額不公開,財物類,11107
32,空氣軟管採購,預算金額不公開,財物類,11107
33,板南線南港段水電及消防設備保養維護工作,36338516,勞務類,11107
34,木柵機廠組合屋及維修地坪改善工作,5085720,勞務類,11107
35,捷運中山站美學示範廣告牆改善工作,1693935,勞務類,11107
36,捷運聯開大樓、停車場及交九行控中心保護電驛汰換工作,2423165,勞務類,11107
37,智慧行車輔助系統採購,460000,財物類,11107
38,駕駛室攝影機採購,206000,財物類,11107
39,行走輪鋼圈採購,預算金額不公開,財物類,11107
40,自動列車操作系統面盤採購,253000,財物類,11107
41,寬型門片始段等4項採購,830000,財物類,11107
42,突波保護器採購,預算金額不公開,財物類,11107
43,密閉式鉛酸蓄電池(12V，7Ah)等10項採購,914125,財物類,11107
44,環狀線安全網維護檢測工作,136925,勞務類,11107
45,機械式連結器解聯氣管等8項採購,預算金額不公開,財物類,11107
46,行控中心背投影監控(視)設備維護工作,15211749,勞務類,11107
47,遠端監控單元模組採購,996000,財物類,11107
48,感應線圈採購,預算金額不公開,財物類,11107
49,車門驅動皮帶採購,預算金額不公開,財物類,11107
50,V型皮帶採購,預算金額不公開,財物類,11107
51,天然除膠去污劑等3項採購,223955,財物類,11107
52,鋼軌研磨機引擎等3項採購,預算金額不公開,財物類,11107
53,木柵段月台門控制電路板繼電器(K194/K195)採購,預算金額不公開,財物類,11107
54,交換式直流供電設備等2項採購,預算金額不公開,財物類,11107
55,基鈑絕緣失效搶修用加重型雙層防火毯採購,189000,財物類,11107
56,捷運場站護籠、護欄、止水墩及環氧樹脂地坪舖設改善工作,782460,勞務類,11107
57,單面塑膠棧板等2項採購,預算金額不公開,財物類,11107
58,DM1-AY端子台組(381型)等5項採購,預算金額不公開,財物類,11107
59,一般煞車氣管等7項採購,13604000,財物類,11107
60,號誌顯示盤採購,預算金額不公開,財物類,11107
61,捷運劍南路站TOD轉乘設施空間活化及多元服務建置案委託專案,108000000,勞務類,11107
62,KONE電扶梯整修工作,7162000,勞務類,11107
63,臺北小巨蛋冰上樂園冰鞋護具採購,7065648,財物類,11107
64,類比輸入模組等2項採購,預算金額不公開,財物類,11107
65,柴油內燃機採購,4838932,財物類,11107
66,劍潭站至士林站及北投站至新北投站間橋梁伸縮縫排水改善工作,6427425,勞務類,11107
67,256型電聯車用傳動軸採購,2887500,財物類,11107
68,手提乾粉滅火器(車用加壓ABC-10型)等2項採購,5396874,財物類,11107
69,臺北小巨蛋暨收銀機收費系統維護工作,3945900,勞務類,11107
70,自動模式(AMR2)繼電器採購,預算金額不公開,財物類,11107
71,淡水信義線信義段水電及消防設備保養維護工作,23598389,勞務類,11107
72,370型電聯車用冷凝馬達振動器採購,971040,財物類,11107
73,貓空纜車15週年系列活動行銷企劃執行案,1800000,勞務類,11107
74,貓空纜車及兒童新樂園保全警衛工作,34956314,勞務類,11107
75,北投機廠機電設備保養維護工作,29971596,勞務類,11107
76,永大電(扶)梯設備維護工作,63600000,勞務類,11107
