序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,消防藥劑充填及鋼瓶維護工作,5999540,勞務類,11205
2,氣密環等2項採購,預算金額不公開,財物類,11205
3,緊急逃生門密封條採購,571000,財物類,11205
4,駕駛室蜂巢結構地板等2項採購,504000,財物類,11205
5,菱形岔心等2項採購,4990000,財物類,11205
6,北投塔台中央控制行車號誌就地控制臺重置採購,41894000,財物類,11205
7,緊急彈簧採購,預算金額不公開,財物類,11205
8,特殊磨石等2項採購,預算金額不公開,財物類,11205
9,超音波探傷車重置採購,348824988,財物類,11205
10,空壓機主濾心等9項採購,預算金額不公開,財物類,11205
11,引擎散熱水箱採購,441000,財物類,11205
12,閥控型鉛酸蓄電池等2項採購,"641,088",財物類,11205
13,板南線月台端末門連動攝影機系統設備採購,1145235,財物類,11205
14,手拉環護套採購,1472982,財物類,11205
15,自動增益功率放大器等3項採購,預算金額不公開,財物類,11205
16,車站燈箱整建工作,9798600,勞務類,11205
17,冷凝機組避震座採購,2927264,財物類,11205
18,巷道式電動取料機等2項採購,5250000,財物類,11205
19,殺菌滅藻劑等2項採購,200000,財物類,11205
20,北投機廠工務處辦公室及北投會館設施設備改善工作,13135593,勞務類,11205
21,廢水處理廠暨車站廢水處理設施定期設備維修及耗材更換工作,2080683,勞務類,11205
22,捷運系統各場站鐵捲門維修工作,9815581,勞務類,11205
23,381型空氣彈簧氣囊採購,1008000,財物類,11205
24,高壓清洗車清洗設備重置採購,30369630,財物類,11205
25,閥控型鉛鈣蓄電池等7項採購,366450,財物類,11205
26,保溫瓶採購,841995,財物類,11205
27,重要設備監控系統維護工作,630000,勞務類,11205
28,文湖線及貓空纜車緊急發電機維護保養工作,6918282,勞務類,11205
29,紅色LED指示燈採購等5項採購,預算金額不公開,財物類,11205
30,行控中心廁所改善工作,548075,勞務類,11205
31,網路設備採購,19902000,財物類,11205
32,雙電源直流電源板,3590000,財物類,11205
33,板南線板橋站1、3出口包板重置工程,14792000,工程類,11205
34,石牌站通訊協定Sinaut 8-FW轉換及控制器升級工作,3980000,勞務類,11205
35,車站票卡查詢主機採購,預算金額不公開,財物類,11205
36,主處理單元採購,預算金額不公開,財物類,11205
37,臺北小巨蛋土建設施修繕工作,6998650,勞務類,11205
38,指標備品採購,6113310,財物類,11205
39,新蘆線忠孝新生站至東門站站間控制電纜增設工作,893034,勞務類,11205
40,中和新蘆線及地下街廠站水電照明設備改善工作,9713798,勞務類,11205
41,捷運場站防洪設備維修保養工作,16500000,勞務類,11205
42,321型電聯車車下管路接頭改善工作,4633956,勞務類,11205
43,一般勞工健康檢查工作,5950000,勞務類,11205
44,交九行控智能導覽建置服務工作,2500000,勞務類,11205
45,倉儲業務服務工作,13234454,勞務類,11205
46,貓空纜車塔柱除鏽上漆工作,3419850,勞務類,11205
