序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,螢光式顯影劑等4項採購,1498193,財物類,11408
2,車側窗膠條等8項採購,預算金額不公開,財物類,11408
3,2025節慶燈飾布置案,9800000,勞務類,11408
4,捷運場站防洪設備維修保養工作,"16,500,000",勞務類,11408
5,引入口端蓋次總成等11項採購,預算金額不公開,財物類,11408
6,矽利康等2項採購,預算金額不公開,財物類,11408
7,外圈油封等5項採購,預算金額不公開,財物類,11408
8,家樂福提貨券採購,570375,財物類,11408
9,軌道維修車車體塗裝工作,"1,330,457",勞務類,11408
10,信義線車站暨頂埔站通訊不斷電系統電容器汰換採購,1382166,財物類,11408
11,紅線台北車站月台紅外線感測器安裝工作,"545,916",財物類,11408
12,列車儀表盤等2項採購,"4,360,010",財物類,11408
13,崇友電(扶)梯設備維護工作,51351000,勞務類,11408
14,ATP電源板等3項採購,3049200,財物類,11408
15,移動式閘門採購案,"3,102,540",財物類,11408
16,優麗旦面漆等6項採購,233625,財物類,11408
17,松山新店線松山段空調設備維護工作,37640463,勞務類,11408
18,車門警示器控制模組採購,預算金額不公開,財物類,11408
19,電力驅動板採購,"4,983,300",財物類,11408
20,集電靴塊採購,"4,999,831",財物類,11408
21,文湖、南港、松山線景觀植栽維護工作,19953198,勞務類,11408
22,安全開關(星空小飛碟)等2項採購,預算金額不公開,財物類,11408
23,文湖線鋼製行駛路面鋪面修復工作,"9,131,086",勞務類,11408
24,捷運地下街水電及消防設備保養維護工作,"38,339,690",勞務類,11408
25,空壓機潤滑油等9項採購,預算金額不公開,財物類,11408
26,蜂巢結構地板等3項採購,"773,850",財物類,11408
27,大安森林公園站出口太陽能板監控用攝影機增設工作,300708,勞務類,11408
28,內湖機廠及公館站電梯設備維護工作,1475000,勞務類,11408
29,文湖線設備房機櫃門攝影機增設工作,"1,487,010",勞務類,11408
30,煞車塊採購,預算金額不公開,財物類,11408
31,北投會館中式餐點採購,"1,485,540",財物類,11408
32,交流直流轉換器底架等4項採購,預算金額不公開,財物類,11408
33,321/341型空氣彈簧氣囊採購,1499400,財物類,11408
34,列車監督資訊系統顯示器採購,預算金額不公開,財物類,11408
35,電聯車(含行車運轉類)指標及海報採購,5112262,財物類,11408
36,科技大樓站緊急發電機熱交換器安裝工作,"699,983",勞務類,11408
37,兒童新樂園機電系統設備保養維護工作,"34,224,418",勞務類,11408
38,高運量電聯車旅客引導貼紙採購,4820000,財物類,11408
39,電聯車座椅塗裝翻修工作(A-B組),2521022,勞務類,11408
40,台灣三菱電(扶)梯設備維護工作,48000000,勞務類,11408
41,主馬達碳刷托架總成等2項採購,預算金額不公開,財物類,11408
42,文湖線南港展覽館站等4站壁磚改善工作,2466673,勞務類,11408
43,國父紀念館站牆面規劃設計工作,2500000,勞務類,11408
44,301型接地碳刷(M-CAR)採購,預算金額不公開,財物類,11408
45,北投機廠低壓配電盤供電優化改善工作,1015665,勞務類,11408
46,全聯商品禮券採購,567150,財物類,11408
47,跨市民大道空廊暨線形公園及出入口改造第2期工程,787108054,工程類,11408
48,自動列車操作系統面盤採購,283185,財物類,11408
49,緊急彈簧採購,3603600,財物類,11408
