序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,扭力扳手校驗器採購,242000,財物類,11203
2,列車儀表盤採購,"995,000",財物類,11203
3,中和新蘆線部分場站火警系統及北投、蘆洲、內湖等機廠部分自,69631052,工程類,11203
4,車載月台門訊號發射器採購,預算金額不公開,財物類,11203
5,噪音、振動量測工作,1479240,勞務類,11203
6,低阻計等6項採購,510000,財物類,11203
7,捷運全線廁所設施維護工作,29970056,勞務類,11203
8,捷運與貓空纜車旅客滿意度調查工作,967000,勞務類,11203
9,冰上樂園洗冰車採購,13525107,財物類,11203
10,示波器採購,473000,財物類,11203
11,繼電器驅動板採購,預算金額不公開,財物類,11203
12,電動板手採購,"713,000",財物類,11203
13,自動收費系統閘門電子主單元重置採購,452970000,財物類,11203
14,KONE電扶梯用輸入軸轉速回授元件採購,預算金額不公開,財物類,11203
15,電梯門馬達等4項採購,預算金額不公開,財物類,11203
16,票證應用系統伺服器及周邊設備採購,5202000,財物類,11203
17,D-SUB連接器採購,預算金額不公開,財物類,11203
18,運務管理系統軟體維護工作,4216000,勞務類,11203
19,軟管等6項採購,預算金額不公開,財物類,11203
20,橡膠大密封環等2項採購,3297000,財物類,11203
21,板南線線路變壓器重置採購,49780170,財物類,11203
22,捷運南港機廠橫移式電動防洪門蓋板維護工作,1470315,勞務類,11203
23,文湖線電聯車清潔維護工作,25997575,勞務類,11203
24,錢幣計數系統重置採購,38323000,財物類,11203
25,避震橡膠採購,預算金額不公開,財物類,11203
26,手提乾粉滅火器(蓄壓式ABC-20型)等6項採購,6869048,財物類,11203
27,紅樹林等站停車場監視系統監看錄影設備採購,215000,財物類,11203
28,電器用品採購,2240500,財物類,11203
29,PU膠清潔活化劑等6項採購,預算金額不公開,財物類,11203
30,文湖、松山新店、中和新蘆、淡水信義線部分場站及地下街不斷,51473000,財物類,11203
31,貓空纜車場站廁所設施維護工作,2232888,勞務類,11203
32,文湖線廣播系統重置採購,46455000,財物類,11203
33,15通道隔離數位模組採購,319337,財物類,11203
34,車門微動開關等2項採購,預算金額不公開,財物類,11203
35,電阻電容及電感量度儀採購,233000,財物類,11203
36,冷凍油採購,預算金額不公開,財物類,11203
37,馬達(YM-2000用)採購,4838400,財物類,11203
38,冷氣機採購,13729800,財物類,11203
39,空氣濾網等4項採購,431533,財物類,11203
40,板南線及文湖線主變電站氣體絕緣開關GIS大修工作,31658000,勞務類,11203
