序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,駕駛室車門止檔塊等2項採購,308700,財物類,11204
2,下連桿軸套等2項採購,預算金額不公開,財物類,11204
3,安全網更換及檢測工作,4638323,勞務類,11204
4,廢水處理廠暨車站廢水處理設施定期設備維修及耗材更換工作,2080683,勞務類,11204
5,緊急鬆脫螺栓等9項採購,預算金額不公開,財物類,11204
6,鎳鎘電池採購,預算金額不公開,財物類,11204
7,點偵測轉轍模組開關等2項採購,預算金額不公開,財物類,11204
8,延時繼電器採購,預算金額不公開,財物類,11204
9,淡水信義線土建設施維護工作,37000000,勞務類,11204
10,北投機廠工務處辦公室及北投會館設施設備改善工作,13135593,勞務類,11204
11,雙電源直流電源板,3590000,財物類,11204
12,電子多媒體顯示系統採購,"60,200,000",財物類,11204
13,木枕枕木扣組件等3項採購,314790,財物類,11204
14,CF記憶卡採購,預算金額不公開,財物類,11204
15,板南線及文湖線主變電站氣體絕緣開關GIS大修工作,31658000,勞務類,11204
16,HMI觸控操作單元(新鈳全高式月台門)等2項採購,預算金額不公開,財物類,11204
17,重要設備監控系統設備採購,7695000,財物類,11204
18,捷運系統場站化糞池抽肥工作,3952303,勞務類,11204
19,木柵機廠及南港機廠道路舖面更新工作,7797762,勞務類,11204
20,辦公文具用品採購,5678169,財物類,11204
21,轉轍器密著測定器採購,8421000,財物類,11204
22,府中站公共藝術機電設備重置工程,6589000,工程類,11204
23,0度探頭等4項採購,預算金額不公開,財物類,11204
24,381型空氣彈簧氣囊採購,1008000,財物類,11204
25,軌腹電氣搭接鎖固組等2項採購,預算金額不公開,財物類,11204
26,國父紀念館站自動收費閘門移設及新增公務門工作,522257,勞務類,11204
27,壓力配置閥門採購,預算金額不公開,財物類,11204
28,砸道車砸道機構重置採購,36371628,財物類,11204
29,北投塔台中央控制行車號誌就地控制臺重置採購,41894000,財物類,11204
30,網路設備採購,19902000,財物類,11204
31,電扶梯踏階標線改善工作,4892000,勞務類,11204
32,浮動式道床用L型絕緣墊片採購,260000,財物類,11204
33,捷之旅上架OTA平台服務外包工作,1434384,勞務類,11204
34,防火性液壓油採購,預算金額不公開,財物類,11204
35,記憶卡等2項採購,預算金額不公開,財物類,11204
36,特級循環機油等10項採購,預算金額不公開,財物類,11204
37,一般型基鈑墊片等3項採購,468000,財物類,11204
38,影印紙採購,3158106,財物類,11204
39,淡信線圓山站北側增設隔音牆及小碧潭支線隔音牆重置工程,55395279,工程類,11204
40,文湖線麟光站與動物園站站體下方包板及骨架銹蝕重置工程,17812238,工程類,11204
41,A、B車間電纜等4項採購,預算金額不公開,財物類,11204
42,捷運場站防洪設備維修保養工作,16500000,勞務類,11204
43,高壓清洗車清洗設備重置採購,30369630,財物類,11204
44,電腦及周邊設備等11項採購,16915775,財物類,11204
45,文湖線電聯車列車自動控制系統電路板檢修工作,802000,勞務類,11204
46,廣播系統設備維修工作,2840796,勞務類,11204
47,倉庫廢棄物清運工作,982800,勞務類,11204
48,冰上樂園洗冰車採購,13525107,財物類,11204
49,日常用品採購,3241492,財物類,11204
50,車門旁通繼電器模組等3項採購,預算金額不公開,財物類,11204
51,車底設備箱蓋板膠條等2項採購,724500,財物類,11204
52,南勢角站至大橋頭站水電系統設備保養維護工作,20335109,勞務類,11204
53,Oracle資料庫軟體維護授權採購,12893000,財物類,11204
54,冷凝機組避震座採購,2927264,財物類,11204
55,行車人員及纜車人員體檢工作,19908000,勞務類,11204
56,無線網路發射器採購,4153000,財物類,11204
57,文湖線內湖段及板南線部分場站照明重置採購,167912600,財物類,11204
58,文湖線南港軟體園區站北側隔音牆工程,73166982,工程類,11204
59,UPS不斷電裝置採購,1900000,財物類,11204
60,自動收費系統閘門電子主單元重置採購,452970000,財物類,11204
