序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,松山新店線松山段水電及消防設備保養維護工作,公開招標,勞務類,11505
2,獎座及獎章等11項採購,公開招標,財物類,11505
3,行天宮站、中山國小站導盲磚增設工作,公開取得報價單或企劃書,勞務類,11505
4,廁所自動消毒殺菌器租賃採購,公開取得報價單或企劃書,財物類,11505
5,中和、新莊及蘆洲線傳輸終端設備重置採購,公開招標,財物類,11505
6,電動公務小客車採購 ,公開招標,財物類,11505
7,電源蓋板彈簧式栓鎖等7項採購,公開取得報價單或企劃書,財物類,11505
8,聚氨酯PU膠組採購,公開取得報價單或企劃書,財物類,11505
9,信義線東延段早期預警系統建置工作,公開招標,勞務類,11505
10,重要設備監視系統維護工作,公開取得報價單或企劃書,勞務類,11505
11,頂昇機自動注油器採購,公開取得報價單或企劃書,財物類,11505
12,150KA二位數雷擊計數器採購,公開取得報價單或企劃書,財物類,11505
13,機房地坪改善工作,公開招標,勞務類,11505
14,高壓缸活塞環等4項採購,公開取得報價單或企劃書,財物類,11505
15,叫車按鈕等25項採購,公開取得報價單或企劃書,財物類,11505
16,號誌系統轉轍器馬達維修保養工作,公開取得報價單或企劃書,勞務類,11505
17,第三軌組件重置採購(第四期),公開招標,財物類,11505
18,電源供應器等3項採購,公開取得報價單或企劃書,財物類,11505
19,轉轍輪絕緣套管等2項採購,公開取得報價單或企劃書,財物類,11505
20,南港、板橋、土城線車站及機廠監視設備暨錄影系統重置採購,公開招標,財物類,11505
21,空壓機濾膜式乾燥器等2項採購,經公開評選或公開徵求之限制性招標,財物類,11505
22,日常用品採購,公開招標,財物類,11505
23,淡水線墩柱翼板拆除整修工作,公開招標,勞務類,11505
24,兒童新樂園膜結構維護檢查工作,公開取得報價單或企劃書,勞務類,11505
25,電纜中間接續套件等3項採購,公開取得報價單或企劃書,財物類,11505
26,小巨蛋冰上樂園防護墊套等2項採購,公開取得報價單或企劃書,財物類,11505
27,皮帶等29項採購,公開取得報價單或企劃書,財物類,11505
28,防毒面具(半面式)等17項採購,公開取得報價單或企劃書,財物類,11505
29,高運量電聯車不鏽鋼空調濾網清洗工作,公開招標,勞務類,11505
30,密閉式鉛酸蓄電池等13採購,公開取得報價單或企劃書,財物類,11505
31,三菱電扶梯用齒輪箱油採購,公開取得報價單或企劃書,財物類,11505
32,特殊型基鈑重置採購,公開招標,財物類,11505
33,文湖線電聯車車軸(差速器齒輪組及減速齒輪組)重置採購,經公開評選或公開徵求之限制性招標,財物類,11505
34,文湖線行控電腦及周邊設備維護工作,公開招標,勞務類,11505
35,土板、新蘆線土建設施維護工作,公開招標,勞務類,11505
36,臺北小巨蛋冰上樂園出入證採購,公開取得報價單或企劃書,財物類,11505
37,焊條採購,公開取得報價單或企劃書,財物類,11505
38,淡水信義線、松山新店線、中和新蘆線及板南線環境控制設備維,公開招標,勞務類,11505
39,文湖線行車運轉調度輔助系統軟體維護工作,公開取得報價單或企劃書,勞務類,11505
40,盤型止滑墊圈等15項採購,公開取得報價單或企劃書,財物類,11505
41,貓空纜車墩柱連動機構維護及驅動輪胎基座翻修工作,公開招標,勞務類,11505
42,高運量321/341型電聯車車門板重置採購,公開招標,財物類,11505
43,高運量電聯車暨車載號誌系統採購工程之安裝工程綜合保險案,公開招標,勞務類,11505
44,2025年、2026年年報設計製作案,公開取得報價單或企劃書,勞務類,11505
45,手提乾粉滅火器(車用加壓ABC-10型)等2項採購,公開招標,財物類,11505
46,381型空調側蓋板採購,公開招標,財物類,11505
47,水濾心等10項採購,公開取得報價單或企劃書,財物類,11505
48,兒童新樂園電池動力小型遊樂設施採購,公開招標,財物類,11505
49,通訊監視系統維護工作,公開招標,勞務類,11505
