序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,地下街通訊系統設備保養維護工作,3114300,勞務類,11112
2,差勤行動刷卡Beacon採購,"500,000",財物類,11112
3,網路設備維護工作,7983777,勞務類,11112
4,4向開關組件採購,預算金額不公開,財物類,11112
5,集電靴軸銷等10項採購,999330,財物類,11112
6,371型電聯車冷凍油採購 ,預算金額不公開,財物類,11112
7,貓空纜車土建設施、裝修維護、油漆塗裝及鐵捲門維護工作,"6,667,952",勞務類,11112
8,滾柱軸承等2項採購,預算金額不公開,財物類,11112
9,消音器採購,182000,財物類,11112
10,二極體採購,預算金額不公開,財物類,11112
11,餵幣器皮帶採購,"991,200",財物類,11112
12,車站花車收銀機租賃及維護工作,"1,454,065",勞務類,11112
13,371型電聯車用集電靴塊採購,4819500,財物類,11112
14,貓空站天線及支架移設工作,477847,勞務類,11112
15,飲用水採購,"791,196",財物類,11112
16,22吋LED防水型多功能螢幕採購,160650,財物類,11112
17,網頁流量清洗服務授權採購,"2,226,000",財物類,11112
18,嵌入式計算器等2項採購,預算金額不公開,財物類,11112
19,絕緣塊等4項採購,"400,000",財物類,11112
20,繼電器等4項採購,預算金額不公開,財物類,11112
21,FIKE光電式偵煙探測器等2項採購,預算金額不公開,財物類,11112
22,捷運全線玻璃設施修繕工作,3108979,勞務類,11112
23,新莊機廠分離式冷氣採購,198000,財物類,11112
24,捷運高架線槽增設護網工作,306485,勞務類,11112
25,垂直減震器採購,844200,財物類,11112
26,快速修補用環氧樹脂採購,"574,000",財物類,11112
27,螺栓擰聚器重置採購,"1,607,988",財物類,11112
28,兒童新樂園一日樂FUN券採購,399000,財物類,11112
29,導輪採購,"169,344",財物類,11112
30,客服及遺失物等業務服務工作,9526881,勞務類,11112
31,冷凝機組避震座採購,2880000,財物類,11112
32,平面設計及剪輯電腦相關配件採購,480270,財物類,11112
33,引入口端蓋次總成等6項採購,預算金額不公開,財物類,11112
34,兒童新樂園指標備品等18項採購,570917,財物類,11112
35,自動洩水閥採購,預算金額不公開,財物類,11112
36,滾珠軸承等11項採購,預算金額不公開,財物類,11112
37,差勤行動刷卡Beacon採購,"500,000",財物類,11112
38,淡水站停車場機車搬運工作,"717,171",勞務類,11112
39,地下街通訊系統設備保養維護工作,3114300,勞務類,11112
40,土板、蘆洲、新莊、新店、中和線沿線景觀植栽維護工作,19913796,勞務類,11112
41,個人電腦及周邊設備維護工作,12335018,勞務類,11112
42,松山新店線新店段空調設備保養維護工作,50975316,勞務類,11112
43,K區地下街水電及消防設備保養維護工作,19099330,勞務類,11112
