序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,新蘆線及板南線OTIS電扶梯變頻器重置採購,"22,560,000",財物類,11303
2,臺北車站(淡水線)月台門監視系統升級暨緊急控制盤移設採購,"2,704,426",財物類,11303
3,捷運松江南京站等車站商業空間改建工作,"4,815,893",勞務類,11303
4,板南線及中和新蘆線OTIS電(扶)梯及友嘉電梯設備維護工作,"87,981,000",勞務類,11303
5,北投會館活動中心地板及天花板等設施設備更新工作,"3,818,000",勞務類,11303
6,緊急門/端末門極限開關總成等3項採購,預算金額不公開,財物類,11303
7,中央導軌(文湖線道岔組件)重置採購,"21,849,988",財物類,11303
8,曲柄座組採購,預算金額不公開,財物類,11303
9,電子比例閥等2項採購,預算金額不公開,財物類,11303
10,載重測試水袋等2項採購,"507,150",財物類,11303
11,南京復興站三樓轉乘區配電盤增設及環境改善工作,"305,340",勞務類,11303
12,煞車塊採購,預算金額不公開,財物類,11303
13,耐候束線帶等8項採購,預算金額不公開,財物類,11303
14,TSIS鎳氫電池等2項採購,預算金額不公開,財物類,11303
15,窄型框式鋁合金鷹架採購,"496,000",財物類,11303
16,擋風玻璃防爆貼紙等6項採購,"493,756",財物類,11303
17,頂重器採購,"222,000",財物類,11303
18,消音墊等4項採購,預算金額不公開,財物類,11303
19,淡水信義線及松山新店線水電照明設備改善工作,"9,775,392",勞務類,11303
20,松江南京等站配合商業空間自動售票機移設等工作,"996,100",勞務類,11303
21,捷運松江南京站商業空間改建工作,"474,419",勞務類,11303
22,新鈳全高式月台滑門控制模組(DCU)重置採購,"18,499,988",財物類,11303
23,文湖線區域路徑就地控制臺(LRC)及CITYFLO監視系統(CFMS),"1,633,000",財物類,11303
24,高運量低壓配電盤空氣斷路器第2階段重置採購,"108,827,000",財物類,11303
25,頸軸承潤滑油脂採購,預算金額不公開,財物類,11303
26,拉釘槍採購,"189,988",財物類,11303
27,301型電聯車電子電路板修護工作,"789,000",勞務類,11303
28,兒童新樂園指標備品採購,"590,961",財物類,11303
29,M8自鎖螺帽等45項採購,預算金額不公開,財物類,11303
30,OTIS鏈條油等10項採購,預算金額不公開,財物類,11303
31,SOE輸入輸出模組採購,預算金額不公開,財物類,11303
32,車站控制設備等3項採購,預算金額不公開,財物類,11303
33,網路交換器採購,預算金額不公開,財物類,11303
34,371型馬達減速機構採購,預算金額不公開,財物類,11303
35,捷運系統營運階段環境監測工作,"1,775,202",勞務類,11303
36,特殊型基鈑重置採購,"25,345,988",財物類,11303
37,岔心組件重置採購,"32,679,999",財物類,11303
38,321型集電靴塊採購,"4,260,000",財物類,11303
39,鋼軌研磨車重置採購,"435,030,988",財物類,11303
40,繼電器採購,預算金額不公開,財物類,11303
41,KONE電(扶)梯設備維護工作,"43,552,000",勞務類,11303
42,淡水線視頻監視器重置採購,"4,601,394",財物類,11303
43,獎座及徽章等10項採購,"4,650,171",財物類,11303
44,鉛酸蓄電池組(含電池箱)等12項採購,"4,300,485",財物類,11303
45,電梯控制面板改善工作,"4,081,904",勞務類,11303
46,捷運全線場站滲漏水維修工作,"19,811,302",勞務類,11303
47,淡水、新店、中和、板橋及南港線B28V及UPS電池組重置採購,"37,707,000",財物類,11303
48,板南線部分車站低壓ACB控制單元重置採購,"22,800,000",財物類,11303
49,主懸吊採購,"4,833,360",財物類,11303
50,運量數據管理平台維護及新增修改工作,"923,000",勞務類,11303
51,捷運場站消防設備改善工作,"8,922,237",勞務類,11303
52,自動收費閘門搬遷暨設備線路移設工作,"4,768,500",勞務類,11303
53,高隔振基鈑重置(第四期)採購,"65,177,867",財物類,11303
54,文湖線木柵段主變壓器大修工作,"15,944,775",勞務類,11303
55,板南線、文湖線、中和新蘆線及松山新店線部分場站路燈及景觀,"94,157,395",財物類,11303
56,機廠清潔維護工作,"102,470,552",勞務類,11303
57,淡水、新店、中和、板南及土城線車站用電低壓盤電容器重置採,"18,749,000",財物類,11303
58,標準型基鈑重置(小曲率半徑)採購,"46,555,619",財物類,11303
59,信義、松山、板橋、中和新蘆等路段部分場站照明重置採購,"362,919,000",財物類,11303
60,第三軌組件重置採購(第三期) ,"145,499,988",財物類,11303
61,捷運車站及機廠污水系統重置(第一期)採購,"63,875,000",財物類,11303
62,板南線KONE電扶梯踏階鏈條重置採購,"39,900,000",財物類,11303
