序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,牽引桿軸襯採購,公開招標,財物類,11501
2,301型備援繼電器盤按鈕開關等3項採購,公開取得報價單或企劃書,財物類,11501
3,鎖匣等3項採購,公開取得報價單或企劃書,財物類,11501
4,貓空纜車無線電系統汰換採購,公開招標,財物類,11501
5,放氣嘴等22項採購,公開取得報價單或企劃書,財物類,11501
6,兒童新樂園遊樂設施高空檢修工作,公開取得報價單或企劃書,勞務類,11501
7,機油濾心等16項採購 ,公開取得報價單或企劃書,財物類,11501
8,月台門滑動輪組件總成等2項採購,公開取得報價單或企劃書,財物類,11501
9,M24螺栓等5項採購,公開取得報價單或企劃書,財物類,11501
10,壓力配置閥採購,經公開評選或公開徵求之限制性招標,財物類,11501
11,PLT鼓風機風管3項採購,公開取得報價單或企劃書,財物類,11501
12,極限開關採購,公開取得報價單或企劃書,財物類,11501
13,開口型鉛酸電池等2項採購,公開取得報價單或企劃書,財物類,11501
14,比流器等3項採購,公開招標,財物類,11501
15,超級柴油採購(含運送及灌注),公開招標,財物類,11501
16,廢水處理廠暨車站廢水處理設施定期設備維修及耗材更換工作,公開招標,勞務類,11501
17,列車資訊系統顯示螢幕採購,公開招標,財物類,11501
18,磨軌機用磨石採購,公開取得報價單或企劃書,財物類,11501
19,踏階鏈條等2項採購,公開招標,財物類,11501
20,避雷器(BSFNF-14-HM)採購,公開取得報價單或企劃書,財物類,11501
21,兼任醫師聘用案,公開招標,勞務類,11501
22,復捷主變電站161kV電纜重置採購,公開招標,財物類,11501
23,智慧倉儲系統維護工作,公開取得報價單或企劃書,勞務類,11501
24,臺北小巨蛋鐵捲門及自動門維護工作,公開招標,勞務類,11501
25,板南線及中和新蘆線OTIS電(扶)梯及友嘉電梯設備維護工作,公開招標,勞務類,11501
26,轉轍器擠軌監測設備增設工作,公開招標,勞務類,11501
27,捷運全線橋梁、建造物及邊坡檢測工作,公開招標,勞務類,11501
28,捷運車站及權管範圍清潔維護工作(A-C組),公開招標,勞務類,11501
29,無線信號接收電路板等2項採購,公開取得報價單或企劃書,財物類,11501
30,摺疊式異物排除組等2項採購,公開取得報價單或企劃書,財物類,11501
