序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,平車重置採購,"136,489,874",財物類,11404
2,321型電聯車冷媒低壓管路泡棉包覆及燒焊工作,"4,260,341",勞務類,11404
3,不斷電系統等3項採購,"561,225",財物類,11404
4,貓空纜車場站廁所設施維護工作,"1,499,046",勞務類,11404
5,紙鈔機等10項採購,預算金額不公開,財物類,11404
6,文湖線370型電聯車鎳鎘電池組重置採購,"30,009,988",財物類,11404
7,錐形防塵套等20項採購,"1,484,784",財物類,11404
8,淡水信義線土建設施維護工作,"37,692,568",勞務類,11404
9,蘆洲站至三重國小站及迴龍站至台北橋站水電系統設備保養維護,"21,127,496",勞務類,11404
10,高運量371型電聯車車門電動馬達(本體及減速機構)採購,預算金額不公開,財物類,11404
11,一般勞工健康檢查工作,"4,182,500",勞務類,11404
12,車軸輪轂等7項採購,預算金額不公開,財物類,11404
13,捷運奇岩站站內地坪暨排水幹管維護工作,"818,787",勞務類,11404
14,迫緊環等21項採購,預算金額不公開,財物類,11404
15,列車一般煞車控制閥採購,預算金額不公開,財物類,11404
16,壓力開關等4項採購,預算金額不公開,財物類,11404
17,柴油發電機採購,"1,227,000",財物類,11404
18,捷運系統營運階段環境監測工作,"3,792,763",勞務類,11404
19,自動收費系統車站處理機及網路設備重置採購,"119,734,800",財物類,11404
20,貓空纜車無線電系統汰換採購,"21,508,570",財物類,11404
21,列車自動駕駛鍵盤按鍵等5項採購,預算金額不公開,財物類,11404
22,371型空氣壓縮機轉子軸封採購,預算金額不公開,財物類,11404
23,臺北小巨蛋冰上樂園除濕設備採購,"8,835,586",財物類,11404
24,捷運板橋站B1層空調改善工作,"1,495,100",勞務類,11404
25,油脂密封採購,預算金額不公開,財物類,11404
26,平台吊車管線過濾器等6項採購,預算金額不公開,財物類,11404
27,木柵機廠旁綠地固定式廁所工作,"4,412,267",勞務類,11404
28,點切換轉臺襯墊採購,"4,880,190",財物類,11404
29,自動收費系統車站處理機及網路設備重置採購,"119,734,800",財物類,11404
30,兒童新樂園頂棚區膜結構鋼構塗裝工作,"4,757,572",勞務類,11404
31,車底設備箱蓋板膠條等9項採購,"393,882",財物類,11404
32,文湖線電聯車電子電路板檢修工作,"802,000",勞務類,11404
33,集電器氣壓缸等10項採購,預算金額不公開,財物類,11404
34,龍山寺地下街電扶梯修繕工作,"36,715,034",勞務類,11404
35,空氣彈簧採購,"4,909,800",財物類,11404
36,LED燈泡等4項採購,預算金額不公開,財物類,11404
37,彩色LED燈板等2項採購,預算金額不公開,財物類,11404
38,溫度控制器採購,"631,000",財物類,11404
39,廣播系統設備維修工作,"3,506,250",勞務類,11404
40,捷運與貓空纜車旅客滿意度調查工作,"987,000",勞務類,11404
41,TH1&4溫度感測器等2項採購,預算金額不公開,財物類,11404
42,固定鐵件等2項採購,"1,223,145",財物類,11404
43,貓空纜車、臺北小巨蛋及兒童新樂園制服設計工作,"461,370",勞務類,11404
44,中山地下街中央控制管理設備更新採購,"7,593,407",財物類,11404
45,紅線台北車站智慧廁所設備採購,"2,445,000",財物類,11404
46,"閥控型鉛酸蓄電池(12V,7.5Ah)等4項採購","1,746,465",財物類,11404
47,貓空纜車動物園南站廁所裝修工作,"3,797,782",勞務類,11404
48,跨市民大道空廊暨線形公園及出入口改造第2期工程,"710,652,826",工程類,11404
49,捷運場站污水坑蓋板更新改善工作,"15,612,699",勞務類,11404
50,中和新蘆線及板南線部分場站消防泵浦控制模組重置採購,"13,679,000",財物類,11404
51,文湖線電聯車清潔維護工作,"35,109,156",勞務類,11404
52,捷運劍潭站轉乘設施空間活化及多元服務建置案公共藝術設置委,"2,600,000",勞務類,11404
53,控制主機採購,預算金額不公開,財物類,11404
