序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,321/341型電聯車車帽整修噴塗工作,"2,463,370",勞務類,11209
2,盤管防蝕劑採購,預算金額不公開,財物類,11209
3,車站廣告設備維護工作,"7,500,000",勞務類,11209
4,內湖機廠圍籬修繕工作,"783,691",勞務類,11209
5,空氣壓縮機油氣分離器採購,預算金額不公開,財物類,11209
6,安全壓桿液壓缸總成(巡弋飛椅)等20項採購,預算金額不公開,財物類,11209
7,捷運全線場站石材修復工作,"2,725,893",勞務類,11209
8,捷運劍南路站轉乘設施空間活化及多元服務工程,"4,177,706,229",工程類,11209
9,新鮮空氣減震器致動器採購,預算金額不公開,財物類,11209
10,控制電路板採購,"338,100",財物類,11209
11,起道勾上下油壓缸等3項採購,預算金額不公開,財物類,11209
12,氮氣等5項採購,"1,254,750",財物類,11209
13,淡水信義線及文湖線橋梁修繕工作,"4,982,500",勞務類,11209
14,淡水信義線、松山新店線OTIS及小巨蛋電(扶)梯設備維護工作,"99,110,000",勞務類,11209
15,直束探頭等5項採購,預算金額不公開,財物類,11209
16,緊急停車按鈕指示牌(含標誌貼紙及固定座)採購,"525,000",財物類,11209
17,繼電器等2項採購,預算金額不公開,財物類,11209
18,集電靴臂軸套採購,"878,480",財物類,11209
19,中繼閥修理包等5項採購,預算金額不公開,財物類,11209
20,VAL256電聯車承樑補強及檢測工作,"7,479,360",勞務類,11209
21,閘門馬達採購,"2,500,000",財物類,11209
22,家樂福禮券(提貨券)採購,"1,377,500",財物類,11209
23,全聯禮券(提貨券)採購,"1,386,000",財物類,11209
24,捷運板橋站桌球場空調設備改善工作,"3,499,307",勞務類,11209
25,板南線及松山新店線松山段緊急發電機保養維護工作,"5,796,985",勞務類,11209
26,捷運廠站空調冷卻水塔散熱材更換工作,"4,728,413",勞務類,11209
27,370型鎳鎘電池組(不含電池箱)採購,"1,499,400",財物類,11209
28,臺北小巨蛋天幕看板SPU等相關設備送修工作,"871,500",勞務類,11209
29,百貨類或超市(大賣場)類禮券(提貨券)採購A,"1,372,549",財物類,11209
30,貓空纜車索輪組吊掛及更換工作,"8,431,861",勞務類,11209
31,捷運全線場站油漆塗裝維護工作,"16,280,013",勞務類,11209
32,台灣三菱電(扶)梯設備維護工作,"35,560,000",勞務類,11209
33,中和新蘆線蘆洲段及新莊段新北市區廠站空調設備保養維護工作,"54,890,410",勞務類,11209
