序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,蘆捷主變電站161kV GIS開關驅動機構組重置採購,6041000,財物類,11202
2,放氣嘴等21項採購,"1,061,020",財物類,11202
3,測試管接頭採購,預算金額不公開,財物類,11202
4,貓空纜車設備吊運工作,1159053,勞務類,11202
5,空氣呼吸器(6.8公升)等2項採購,910000,財物類,11202
6,記憶體模組採購,預算金額不公開,財物類,11202
7,371型車門馬達採購,預算金額不公開,財物類,11202
8,2023捷運盃街舞大賽活動案,5000000,勞務類,11202
9,防護手套(5kV絕緣用)等8項採購,979755,財物類,11202
10,文湖線月台門監控狀態紀錄器採購,3098495,財物類,11202
11,淡水站停車場緊急廣播系統整合與網路對講機設備採購,2213000,財物類,11202
12,頭燈組(防水型)等9項採購,"996,450",財物類,11202
13,電子聯結器防水膠條等17項採購,840960,財物類,11202
14,功率場效電晶體模組採購,預算金額不公開,財物類,11202
15,負集電靴絕緣礙子等2項採購,預算金額不公開,財物類,11202
16,電扶梯踏階連接軸等3項採購,預算金額不公開,財物類,11202
17,類比通道模組等3項採購,"186,900",財物類,11202
18,電路板技術文件手冊建立工作,635250,勞務類,11202
19,捷運隧道滲漏水修繕工作,"6,789,929",勞務類,11202
20,齒輪箱扭力臂軸襯採購,2827000,財物類,11202
21,中山及西門地下街容留人數計數設備採購,7343000,財物類,11202
22,職業安全衛生管理系統驗證服務工作,997911,勞務類,11202
23,胎壓偵測器採購,2142000,財物類,11202
24,客服系統租賃服務案,14583000,勞務類,11202
25,冷氣機採購,13729800,財物類,11202
26,OTIS、CNIM、KONE、三菱及日立永大電扶梯齒輪箱整修工作,18982000,勞務類,11202
27,閘刀開關保險絲等2項採購,預算金額不公開,財物類,11202
28,電感器等2項採購,預算金額不公開,財物類,11202
29,溫控開關採購,預算金額不公開,財物類,11202
30,文件影印工作,3172368,勞務類,11202
31,文湖、淡水及南港線CNIM電扶梯踏階鏈條重置採購,41039000,財物類,11202
32,文湖線廣播系統重置採購,46455000,財物類,11202
33,手提乾粉滅火器(蓄壓式ABC-20型)等6項採購,6869048,財物類,11202
34,工程救險車採購,4700000,財物類,11202
35,321/341型電聯車用集電靴保險絲採購,預算金額不公開,財物類,11202
36,橫向擋塊採購,預算金額不公開,財物類,11202
37,DIDO界面板採購,預算金額不公開,財物類,11202
38,文湖線電聯車清潔維護工作,25997575,勞務類,11202
39,文湖線軌道立式絕緣體清洗維護工作,3791023,勞務類,11202
40,油浸式變壓器絕緣油檢驗工作,6081684,勞務類,11202
41,321/341型電聯車用齒輪箱潤滑油採購,預算金額不公開,財物類,11202
42,文湖、淡水線及交九行控大樓部分廠站空調設備重置工程,161013630,工程類,11202
43,離合器(YM-2000)採購,782880,財物類,11202
44,電磁鎖(KM)採購,預算金額不公開,財物類,11202
45,321型電聯車冷媒低壓管路泡棉包覆及燒焊工作,3810723,勞務類,11202
46,捷運系統、貓纜系統、小巨蛋及兒童新樂園建築物公共安全檢查,1789013,勞務類,11202
47,主銷等2項採購,預算金額不公開,財物類,11202
48,繼電器板採購,614000,財物類,11202
49,壓電式壓力開關等2項採購,預算金額不公開,財物類,11202
50,電解電容採購,預算金額不公開,財物類,11202
51,淡水站停車場緊急廣播系統整合與網路對講機設備採購,2213000,財物類,11202
52,淡水、新店及中和線主變電站氣體絕緣開關GIS大修工作,49959000,勞務類,11202
53,停車場、地下街及車站販賣店業務服務工作,13423477,勞務類,11202
54,北投會館住宿早餐服務工作,1498621,勞務類,11202
55,空調可程式邏輯控制器採購,預算金額不公開,財物類,11202
56,車站端牆離站警音同步指示燈安裝工作,2542911,勞務類,11202
57,軌道自動化潤滑控制模組採購,992000,財物類,11202
58,北投機廠塔台冷氣機採購,355500,財物類,11202
59,旅客資訊顯示器LED板等3項採購,預算金額不公開,財物類,11202
60,淡水、新店、中和新蘆線部分場站路燈及景觀燈重置採購,64661237,財物類,11202
61,欠電壓電驛等2項採購,預算金額不公開,財物類,11202
62,告警驅動單元採購,預算金額不公開,財物類,11202
63,防毒面具(半面式)等10項採購,952770,財物類,11202
64,電扶梯踏階標線改善工作,4892000,勞務類,11202
65,胎壓偵測器採購,2142000,財物類,11202
66,木柵段動力變電站22kV開關盤重置工程,37026200,工程類,11202
67,租用行動無線電話門號含群呼採購,59420340,財物類,11202
68,新莊、蘆洲線主變壓器大修及OLTC保養維護工作,22942000,勞務類,11202
69,371型電聯車車輪採購,33493824,財物類,11202
70,鋼軌重置採購,31064832,財物類,11202
71,OTIS、CNIM、KONE、三菱及日立永大電扶梯齒輪箱整修工作,18982000,勞務類,11202
72,板南線供電系統充電器重置採購,20150829,財物類,11202
