序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,永安市場站閘門搬遷工作,"962,693",勞務類,11310
2,主驅動軸碟盤組等9項採購,預算金額不公開,財物類,11310
3,壓力感應器等4項採購,預算金額不公開,財物類,11310
4,滑輪組(含軸心)採購,"2,415,974",財物類,11310
5,無機房電梯整修工作,"19,861,380",勞務類,11310
6,370型電聯車電池組保養工作,"2,721,789",勞務類,11310
7,牽引桿軸襯採購,"2,950,819",財物類,11310
8,轉轍輪絕緣板採購,"718,200",財物類,11310
9,臺北捷運信用卡支付票證服務案,"111,690,000",勞務類,11310
10,電聯車車廂內裝改善工作,"9,945,000",勞務類,11310
11,貓空纜車轉角2站辦公區及平台區修繕工作,"2,502,424",勞務類,11310
12,KONE電扶梯整修工作,"19,792,000",勞務類,11310
13,號誌顯示盤採購,預算金額不公開,財物類,11310
14,端子台(含保險絲)等3項採購,預算金額不公開,財物類,11310
15,直流電力電纜採購,"2,100,000",財物類,11310
16,兒童新樂園叢林吼吼樹屋液壓油管改善工作,"644,561",勞務類,11310
17,劍潭站屋頂懸吊系統維修工作,"2,370,325",勞務類,11310
18,螺旋式空壓機總成採購,預算金額不公開,財物類,11310
19,上連桿軸套採購,預算金額不公開,財物類,11310
20,雙頭集電刷等11項採購,預算金額不公開,財物類,11310
21,接地碳刷座(動力車)採購,預算金額不公開,財物類,11310
22,集電靴彈簧軸套等2項採購,預算金額不公開,財物類,11310
23,自鎖螺帽採購,預算金額不公開,財物類,11310
24,321/341型空調出風口飾條等4項採購,"5,144,118",財物類,11310
25,星形齒輪等2項採購,預算金額不公開,財物類,11310
26,橫向減震器採購,"943,950",財物類,11310
27,貓空纜車動物園站增設電梯及出口廊道工程,"14,666,442",工程類,11310
28,集電靴導電膏採購,預算金額不公開,財物類,11310
29,執勤公務包採購,"498,845",財物類,11310
30,引擎水箱水濾心等47項採購,預算金額不公開,財物類,11310
31,雲端主機租賃服務工作,"13,223,032",勞務類,11310
32,5次諧波功因調整盤濾波電容器等2項採購,預算金額不公開,財物類,11310
33,連結器球軸套採購,預算金額不公開,財物類,11310
34,車軸油採購,預算金額不公開,財物類,11310
35,電纜壓接頭採購,預算金額不公開,財物類,11310
36,電聯車旅客引導貼紙採購,"933,176",財物類,11310
37,崇友電扶梯扶手帶漲緊排輪等6項採購,預算金額不公開,財物類,11310
38,彩繪列車主題車廂製作採購,"2,500,000",財物類,11310
39,資訊耗材採購,"1,046,302",財物類,11310
40,月台端牆電視44組移設工作,"431,951",勞務類,11310
41,伺服器及機房設備維護工作,"13,476,372",勞務類,11310
42,油漆筆等5項採購,"643,125",財物類,11310
43,消防廣播副機等2項採購,預算金額不公開,財物類,11310
