序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,氣電滑環採購,預算金額不公開,財物類,11401
2,臺北小巨蛋冰上樂園智慧售票機及周邊設備維護工作,"1,347,234",勞務類,11401
3,土板、蘆洲、新莊、新店、中和線沿線景觀植栽維護工作,"19,939,748",勞務類,11401
4,淡水信義線北段沿線景觀植栽維護工作,"34,896,269",勞務類,11401
5,臺北小巨蛋冰上樂園造型防滑手套採購,"4,539,150",財物類,11401
6,車站廣播單元等3項採購,預算金額不公開,財物類,11401
7,軌道鑽孔機採購,"1,182,000",財物類,11401
8,貓空纜車齒輪箱翻修工作,"385,170",勞務類,11401
9,忠孝新生站增設商業空間防災計畫書撰寫及審查委託技術服務案,"6,275,000",勞務類,11401
10,HP/LP壓力開關採購,預算金額不公開,財物類,11401
11,列車監督資訊系統顯示器採購,預算金額不公開,財物類,11401
12,馬達控制器採購,預算金額不公開,財物類,11401
13,廣告燈箱採購,"4,656,000",財物類,11401
14,DM1X端端子線組等4項採購,"1,499,400",財物類,11401
15,板南線台北車站B1層空調設備採購,"45,704,000",財物類,11401
16,捷運全線廁所設施維護工作,"39,528,317",勞務類,11401
17,集電器氣壓缸等10項採購,預算金額不公開,財物類,11401
18,雙接點開關(KE)採購,預算金額不公開,財物類,11401
19,文德站立體停車場設備維護保養工作,"9,541,629",勞務類,11401
20,淡水信義線南段沿線景觀植栽維護及台北車站至雙連站間線形公,"26,399,461",勞務類,11401
21,北投會館桌球場運動地墊採購,"336,473",財物類,11401
22,淡水信義線信義段環控機房設備維護工作,"4,990,589",勞務類,11401
23,貓空纜車動物園站自動售票機移設工作,"1,773,209",勞務類,11401
