序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,閘流體採購 ,預算金額不公開,財物類,11110
2,軌道式端子台等4項採購,"165,000",財物類,11110
3,嵌入式計算器等4項採購,預算金額不公開,財物類,11110
4,充電機母板等8項採購,預算金額不公開,財物類,11110
5,電池充電電流偵測器採購,預算金額不公開,財物類,11110
6,電(扶)梯機坑排水改善工作,"979,593",勞務類,11110
7,電聯車車廂內裝改善工作,"8,984,000",勞務類,11110
8,交換器至PLC網路線等3項採購,"585,000",財物類,11110
9,電力供應單元等3項採購,預算金額不公開,財物類,11110
10,接頭防水套管採購,預算金額不公開,財物類,11110
11,遮蔽紙膠帶等87項採購,"979,250",財物類,11110
12,雙連站及西門站店舖改建工程,"10,985,000",工程類,11110
13,高運量301/381型電聯車冷媒壓縮機重置採購,"30,099,988",財物類,11110
14,Jupiter數位輸入模組等2項採購,預算金額不公開,財物類,11110
15,貓空纜車張緊液壓缸委外翻修工作,"995,400",勞務類,11110
16,捷韻國際廳接待區空調改善工作,"324,268",勞務類,11110
17,伺服器、網路設備及機房設備維護工作,"16,000,000",勞務類,11110
18,捷運變壓器絕緣油檢驗工作,"6,032,880",勞務類,11110
19,貓空纜車營運中斷接駁車租賃工作,"516,600",勞務類,11110
20,新莊機廠軌道自動監控潤滑系統工作,"8,521,877",勞務類,11110
21,標準型基鈑採購,"7,552,000",財物類,11110
22,FIKE光電式偵煙探測器等2項採購,預算金額不公開,財物類,11110
23,進場作業管制系統IC卡感應器採購,預算金額不公開,財物類,11110
24,O型環等23項採購,預算金額不公開,財物類,11110
25,除銹潤滑油等6項採購,"994,035",財物類,11110
26,ERM壓板本體右封板等3項採購,"678,000",財物類,11110
27,垂直減震器採購,"844,200",財物類,11110
28,繼電器等12項採購,預算金額不公開,財物類,11110
29,321型電聯車車下管路接頭配件更換工作,"8,674,621",勞務類,11110
30,光電式偵煙探測器(含底座)等2項採購,預算金額不公開,財物類,11110
31,數位無線電交直流電源轉換模組採購,預算金額不公開,財物類,11110
32,車間電纜等2項採購,預算金額不公開,財物類,11110
33,紙鈔機_F級維修包等16項採購,預算金額不公開,財物類,11110
34,活塞缸導引環等29項採購,預算金額不公開,財物類,11110
35,繼電器採購,預算金額不公開,財物類,11110
36,8埠2M卡等4項採購,"711,000",財物類,11110
37,捷運大安森林公園站水景設備維修工作,"3,907,936",勞務類,11110
38,淡水信義線淡水段空調設備保養維護工作,"33,375,000",勞務類,11110
39,M10六角螺帽(371型靴臂調整制動器)等11項採購,預算金額不公開,財物類,11110
40,雙向傳動單元(飛天神奇號)採購,預算金額不公開,財物類,11110
41,控制模組等4項採購,預算金額不公開,財物類,11110
42,交九行控大樓及華捷變電站機電設備保養維護工作,"25,192,751",勞務類,11110
43,冷凝機組避震座採購,"2,880,000",財物類,11110
44,文湖線電聯車用車軸油封採購,預算金額不公開,財物類,11110
45,捷運忠孝復興站商品館快閃店空間裝修服務工作,"550,000",勞務類,11110
46,321型電聯車空調管路燒焊及泡棉包覆工作,"3,717,495",勞務類,11110
47,2022節慶燈飾布置案,"7,000,000",勞務類,11110
