序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,LED雕花燈罩頭燈總成採購,預算金額不公開,財物類,11411
2,踏階輪採購,"3,277,544",財物類,11411
3,法蘭襯套等4項採購,"324,996",財物類,11411
4,近接開關等6項採購,預算金額不公開,財物類,11411
5,電(扶)梯機坑排水改善工作,"3,965,000",勞務類,11411
6,中正紀念堂站增設商業空間土建改善工作,"616,204",勞務類,11411
7,貓空纜車齒輪箱大修工作,"732,446",勞務類,11411
8,文湖線及貓空纜車通訊設備維護工作,"1,499,505",勞務類,11411
9,RPSU卡等3項採購,預算金額不公開,財物類,11411
10,馬年紀念幣採購,"289,800",財物類,11411
11,車站28埠光纖乙太網路交換器等4項採購,預算金額不公開,財物類,11411
12,變頻器等5項採購,預算金額不公開,財物類,11411
13,牽引桿軸襯採購,"2,299,853",財物類,11411
14,動力夾頭等17項採購,預算金額不公開,財物類,11411
15,冷媒溫度感測器採購,預算金額不公開,財物類,11411
16,轉速計採購,預算金額不公開,財物類,11411
17,臺北小巨蛋座椅維護工作,"4,816,439",勞務類,11411
18,捷運系統全路網及地下街之資訊圖等標誌更新採購(A-E組),"13,119,109",財物類,11411
19,VAL256電聯車煞車卡鉗營運活塞鍍鉻工作,"602,944",勞務類,11411
20,機油濾心等15項採購,預算金額不公開,財物類,11411
21,特級循環機油 R68等12項採購,預算金額不公開,財物類,11411
22,淡水信義線、松山新店線OTIS及小巨蛋電(扶)梯設備維護工作,"106,682,723",勞務類,11411
23,捷運全線場站石材修復工作,"2,783,681",勞務類,11411
24,電動通管機採購,"600,000",財物類,11411
25,電扶梯扶手帶驅動輪漲緊排輪組等2項採購,預算金額不公開,財物類,11411
26,32埠IP介面單元等2項採購,預算金額不公開,財物類,11411
27,文湖線導電軌伸縮接頭加工組裝工作,"506,100",勞務類,11411
28,滾輪採購,預算金額不公開,財物類,11411
29,文湖線電聯車車軸大修工作,"5,935,406",勞務類,11411
30,捷運中山地下街R11逃生梯外牆更新工作,"1,407,844",勞務類,11411
31,321型電聯車空調設備上方管路接頭改善工作,"2,273,851",勞務類,11411
32,捷運劍南路站轉乘設施空間活化及多元服務建置案公共藝術設置,"3,160,000",勞務類,11411
33,車側中間車窗玻璃膠條等3項採購,"1,498,157",財物類,11411
34,電驛採購,預算金額不公開,財物類,11411
35,變頻器等2項採購,預算金額不公開,財物類,11411
36,月台門中央控制單元CPU板等2項採購,預算金額不公開,財物類,11411
37,文湖線避雷器設備改善工作,"2,276,426",勞務類,11411
38,板南線南港段場站空調設備保養維護工作,"56,383,627",勞務類,11411
39,兒童新樂園機電系統設備保養維護工作,"33,124,739",勞務類,11411
40,貓空纜車、臺北小巨蛋及兒童新樂園服務工作,"159,749,819",勞務類,11411
