序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,板橋站B1層桌球區天花板塗裝改善工作,公開取得報價單或企劃書,勞務類,11506
2,行天宮站、中山國小站導盲磚增設工作,公開取得報價單或企劃書,勞務類,11506
3,系統儲存卡採購,公開招標,財物類,11506
4,信義線東延段早期預警系統建置工作,公開招標,勞務類,11506
5,POC繼電器模組採購,公開取得報價單或企劃書,財物類,11506
6,電(扶)梯變頻器重置採購(A、B、C組),公開招標,財物類,11506
7,370型電聯車車側窗膠條防水改善工作,公開招標,勞務類,11506
8,高運量機廠寬版停字牌採購,公開取得報價單或企劃書,財物類,11506
9,冷氣機採購,公開取得報價單或企劃書,財物類,11506
10,立式絕緣體基座墊片等5項採購,公開取得報價單或企劃書,財物類,11506
11,M12 U形水封等4項採購,經公開評選或公開徵求之限制性招標,財物類,11506
12,貓空纜車索輪組吊掛及更換工作,公開招標,勞務類,11506
13,空氣彈簧保護套採購,公開取得報價單或企劃書,財物類,11506
14,文湖線大湖公園站至葫洲站間隔音牆工程,公開招標,工程類,11506
15,松山新店線松山段水電及消防設備保養維護工作,公開招標,勞務類,11506
16,列車遠端監控單元等2項採購,公開取得報價單或企劃書,財物類,11506
17,貓空纜車墩柱自動監測系統維護工作,公開招標,勞務類,11506
18,煞車卡鉗EB短油管等7項採購,經公開評選或公開徵求之限制性招標,財物類,11506
19,新莊線忠孝新生站5號出口通風豎井包板重置工程,公開招標,工程類,11506
20,松山、新店、中和線及兒童新樂園土建設施維護工作,公開招標,勞務類,11506
21,六角頭螺栓等15項採購,公開取得報價單或企劃書,財物類,11506
22,遊具專屬高強度遮雨裝置(海洋總動員用)等3項採購,公開取得報價單或企劃書,財物類,11506
23,轉轍器方向指示燈(內湖段)等4項採購,公開取得報價單或企劃書,財物類,11506
24,新蘆線南港線東延段低壓盤-電容器重置採購,公開招標,財物類,11506
25,文湖線松山機場站及大直站隧道排水溝預鑄蓋版更換工作,公開招標,勞務類,11506
26,鋁合金支撐架採購,公開取得報價單或企劃書,財物類,11506
27,滑鈑用彈性扣夾採購,公開取得報價單或企劃書,財物類,11506
28,矽利康採購,公開取得報價單或企劃書,財物類,11506
29,北投會館中式餐點採購,公開取得報價單或企劃書,財物類,11506
30,GCB系統維護服務工作,公開取得報價單或企劃書,勞務類,11506
31,兒童新樂園三合一分類垃圾桶架等3項採購,公開取得報價單或企劃書,財物類,11506
32,高運量321/341型電聯車車門板重置採購,公開招標,財物類,11506
33,主變壓器油中氣體在線監測設備重置採購 ,公開招標,財物類,11506
34,熱縮套管等2項採購,公開取得報價單或企劃書,財物類,11506
35,活動接頭(集電器用)採購,公開取得報價單或企劃書,財物類,11506
36,煞車缸等8項採購,公開取得報價單或企劃書,財物類,11506
37,工具袋-超大型(拉桿式)採購,公開取得報價單或企劃書,財物類,11506
38,電聯車維修工廠環氧樹脂地坪修繕工作,公開取得報價單或企劃書,勞務類,11506
39,自動化設備智慧交管系統軟體諮詢服務案,公開取得報價單或企劃書,勞務類,11506
40,CNIM電扶梯設備檢修工作,公開招標,勞務類,11506
41,熔渣盤等7項採購,公開取得報價單或企劃書,財物類,11506
42,天線支撐桿採購,公開取得報價單或企劃書,財物類,11506
43,數位煞車控制器採購,公開取得報價單或企劃書,財物類,11506
44,南港、板橋、土城線車站及機廠監視設備暨錄影系統重置採購,公開招標,財物類,11506
45,文湖線電聯車車軸(差速器齒輪組及減速齒輪組)重置採購,經公開評選或公開徵求之限制性招標,財物類,11506
46,北投機廠廠外給水管路改善工作,公開招標,勞務類,11506
47,主變壓器局部放電在線監測設備重置採購,公開招標,財物類,11506
48,基座數據無線電(BDR)採購,公開取得報價單或企劃書,財物類,11506
49,電扶梯乘場床板更換等3項工作,公開招標,勞務類,11506
50,文湖線及板南線水電照明設備改善工作,公開招標,勞務類,11506
51,儀器設備校正工作,公開招標,勞務類,11506
52,標準型基鈑重置(第五期)採購,公開招標,財物類,11506
53,冷卻水塔退伍軍人菌檢驗工作,公開招標,勞務類,11506
54,日立永大電(扶)梯設備維護工作,公開招標,勞務類,11506
55,軌道承托系統維護工作,公開招標,勞務類,11506
56,備援應用系統租賃服務工作,經公開評選或公開徵求之限制性招標,勞務類,11506
57,捷運車站及權管範圍保全警衛工作(A-C組),公開招標,勞務類,11506
58,淡水信義線信義段水電及消防設備保養維護工作,公開招標,勞務類,11506
59,駕駛室車門及緊急逃生門旁路開關組等2項採購,公開取得報價單或企劃書,財物類,11506
60,北投機廠機電設備保養維護工作,公開招標,勞務類,11506
