序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,地震即時警報系統維護與調教工作,"1,492,222",勞務類,11301
2,捷運行政大樓教保中心空氣品質改善工作,"683,616",勞務類,11301
3,整軌器採購,"326,000",財物類,11301
4,電源供應器等9項採購,預算金額不公開,財物類,11301
5,北投機廠開發工程可行性評估委託技術服務工作,"10,000,000",勞務類,11301
6,兼任醫師聘用案,"7,123,200",勞務類,11301
7,高運量部分車站月台軌道上方中間柱粉刷修繕工作,"6,810,379",勞務類,11301
8,車間門上支軸等10項採購,"641,718",財物類,11301
9,370型電聯車推進馬達避震座等2項採購,預算金額不公開,財物類,11301
10,鋰電池採購,預算金額不公開,財物類,11301
11,磨軌機用磨石等11項採購,"1,082,477",財物類,11301
12,臺北小巨蛋空調、監控系統及冰上樂園空調維護工作,"26,692,787",勞務類,11301
13,新蘆、淡水信義、松山新店線及土城延伸段行動電話機重置採購,"55,370,000",財物類,11301
14,零件取料機及堆高機(前負荷式、三向式)重置等4項採購,"6,937,000",財物類,11301
15,淡水線臺北車站旅客資訊顯示設備採購,"8,822,000",財物類,11301
16,雕刻機採購,"631,000",財物類,11301
17,板南線台北車站B1大廳層鏤空區建置工程委託設計及監造工作,"3,189,124",勞務類,11301
18,341型集電靴塊採購,"1,499,000",財物類,11301
19,軌道維修車車體塗裝工作,"1,483,566",勞務類,11301
20,車軸減速器行星齒輪滾針等7項採購,預算金額不公開,財物類,11301
21,剖開型浪管等15項採購,預算金額不公開,財物類,11301
22,避震橡膠採購,預算金額不公開,財物類,11301
23,電磁閥啟動器採購,預算金額不公開,財物類,11301
24,371型連軸器潤滑油採購,預算金額不公開,財物類,11301
25,輔助跳脫電驛採購,預算金額不公開,財物類,11301
26,電驛等3項採購,預算金額不公開,財物類,11301
27,24V直流轉換器採購,預算金額不公開,財物類,11301
28,主動啟動裝置組採購,預算金額不公開,財物類,11301
29,新莊線忠孝新生站通風井X冷卻水塔場外牆骨架改善工作,"1,464,871",勞務類,11301
30,變壓器採購,預算金額不公開,財物類,11301
31,北投站外B廣場景觀及地坪改善工作,"4,689,650",勞務類,11301
32,直抗搖桿軸襯採購,預算金額不公開,財物類,11301
33,MX3電源控制板採購,預算金額不公開,財物類,11301
34,車軸輪轂軸承等4項採購,預算金額不公開,財物類,11301
35,捷運全線場站滲漏水維修工作,"19,811,302",勞務類,11301
36,貓空纜車景觀維護工作,"2,095,226",勞務類,11301
37,HTT磨軌車量測系統組件採購,"9,000,000",財物類,11301
38,土板、新蘆線土建設施維護工作,"12,351,457",勞務類,11301
39,跨市民大道空廊暨線形公園及出入口改造第2期工程委託專案管,"32,700,000",勞務類,11301
40,捷運松山新店線及板南線隧道檢測工作,"35,993,524",勞務類,11301
