序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,密封型透明防鏽劑採購,預算金額不公開,財物類,11305
2,高運量環境監控系統維護工作,"6,223,000",勞務類,11305
3,光擴散板採購,預算金額不公開,財物類,11305
4,資訊耗材等82項採購,"5,397,314",財物類,11305
5,321型電聯車膨脹閥感應器更換及逆止閥燒焊工作,"1,963,714",勞務類,11305
6,多用途記錄器採購,"448,000",財物類,11305
7,推力軸承等2項採購,預算金額不公開,財物類,11305
8,電磁鎖(KM)採購,預算金額不公開,財物類,11305
9,貓空纜車貓空站木棧平台修護工作,"3,979,721",勞務類,11305
10,文湖線及南港展覽館站OTIS電(扶)梯設備維護工作,"98,800,000",勞務類,11305
11,寬型門片組總成等2項採購,"2,604,147",財物類,11305
12,白色背景漆等2項採購,預算金額不公開,財物類,11305
13,CCTV網路安全防護單元採購,預算金額不公開,財物類,11305
14,空調風扇接觸器(K1)等5項採購,預算金額不公開,財物類,11305
15,文湖線及板南線場站水電照明設備改善工作,"9,824,000",勞務類,11305
16,北投機廠及北投旅客服務中心電梯設備維護工作,"500,000",勞務類,11305
17,鎳鎘電池組含電池架採購,"577,122",財物類,11305
18,電梯車廂地板更換工作,"1,390,830",勞務類,11305
19,捷運場站空調系統馬達控制盤保養維護工作,"21,721,445",勞務類,11305
20,OA化工作站等3項採購,"614,000",財物類,11305
21,平位閥杯型滾針軸承等3項採購,預算金額不公開,財物類,11305
22,安全閥修理包採購,預算金額不公開,財物類,11305
23,號誌系統SPEED FRATER轉轍器馬達維修保養工作,"1,466,869",勞務類,11305
24,文湖線電聯車車軸(差速器齒輪組及減速齒輪組)重置採購,預算金額不公開,財物類,11305
25,紅線台北車站播放設備採購,"7,553,000",財物類,11305
26,消防藥劑充填及鋼瓶維護工作,"7,100,411",勞務類,11305
27,儀器設備校正工作,"3,280,423",勞務類,11305
28,貓空纜車自動收費系統設備採購,"6,723,930",財物類,11305
29,貓空纜車墩柱自動監測系統維護工作,"2,005,742",勞務類,11305
30,文湖線行控電腦及周邊設備維護工作,"4,373,304",勞務類,11305
31,推進馬達電刷臂等2項採購,預算金額不公開,財物類,11305
32,閥控型鉛酸蓄電池等3項採購,"2,248,193",財物類,11305
33,西門、中山地下街廁所及士林站哺集乳室更新工程,"24,320,873",工程類,11305
34,北投機廠土建廠辦公室及北投會館B1廁所改善工作,"14,951,178",勞務類,11305
35,高運量電聯車不鏽鋼空調濾網清洗工作,"2,450,000",勞務類,11305
36,車廂側門右側總成等2項採購,"11,995,200",財物類,11305
37,兒童新樂園遊樂設施更新及園區環境規劃工作,"2,497,620",勞務類,11305
38,高運量號誌電腦硬體重置採購,"176,493,000",財物類,11305
39,321/341型電聯車輔助電力系統及煞車系統重置採購,"2,052,513,406",財物類,11305
40,兒童新樂園室內外遊戲設施維護工作,"986,143",勞務類,11305
41,車間通道帽蓋採購,"4,885,178",財物類,11305
42,導電軌高速端部組件採購,"4,113,480",財物類,11305
43,腳踏板短耐磨片等4項採購,"1,088,220",財物類,11305
44,OTIS電梯乘場語音增設工作,"453,075",勞務類,11305
