序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,煞車塊固定座等2項採購,"346,689",財物類,11405
2,臺北小巨蛋土建設施修繕工作,"9,140,274",勞務類,11405
3,滾珠軸承等5項採購,預算金額不公開,財物類,11405
4,淡水信義線土建設施維護工作,"37,692,568",勞務類,11405
5,主鑰匙開關採購,預算金額不公開,財物類,11405
6,文湖行控中心控制室及休息區改善工作,"2,391,999",勞務類,11405
7,車門控制電驛等2項採購,預算金額不公開,財物類,11405
8,固態硬碟等2項採購,預算金額不公開,財物類,11405
9,人臉辨識門禁卡機採購,預算金額不公開,財物類,11405
10,整流二極體等3項採購,預算金額不公開,財物類,11405
11,MC50BR轉轍器機箱採購,預算金額不公開,財物類,11405
12,指標備品採購,"6,163,658",財物類,11405
13,捷運中山站空調豎井設備塑木包覆工作,"1,490,475",勞務類,11405
14,銑削輪軌頭刀片等7項採購,預算金額不公開,財物類,11405
15,2024年年報設計製作案,"572,250",勞務類,11405
16,電扶梯馬達整修工作,"3,300,000",勞務類,11405
17,301/321/371/381型電聯車車廂空間優化採購,"16,126,474",財物類,11405
18, 文湖線環控電腦設備維護工作,"4,008,911",勞務類,11405
19,集電靴金屬彈簧等2項採購,"1,684,473",財物類,11405
20,纜車車廂迎風面窗等6項採購,"5,681,461",財物類,11405
21,倉儲業務服務工作,"14,167,724",勞務類,11405
22,儀器設備校正工作,"2,940,235",勞務類,11405
23,伸縮軸套採購,"433,440",財物類,11405
24,321/341型煞車塊等2項採購,預算金額不公開,財物類,11405
25,軌腹電氣搭接鎖固組等3項採購,預算金額不公開,財物類,11405
26,資訊安全管理系統驗證工作,"381,000",勞務類,11405
27,標準型基板採購,"5,965,313",財物類,11405
28,環形供電軌(水果摩天輪)等15項採購,預算金額不公開,財物類,11405
29,數位類比IO介面板(BCM)採購,預算金額不公開,財物類,11405
30,潤滑噴劑等4項採購,預算金額不公開,財物類,11405
31,車軸輪鼓洩油螺絲墊片等3項採購,預算金額不公開,財物類,11405
32,標準型基鈑重置(第四期)採購,"49,652,667",財物類,11405
33,接觸片採購,預算金額不公開,財物類,11405
34,電聯車各式馬達修護工作,"7,801,728",勞務類,11405
35,文湖線月台緊急門三角鎖芯組等3項採購,"817,824",財物類,11405
36,淡信線士林站至雙溪及唭哩岸站至磺港溪隔音牆工程,"218,374,007",工程類,11405
37,攝影機記憶卡採購,"1,192,464",財物類,11405
38,文湖線辛亥站等3站站體下方包板及骨架銹蝕重置工作,"19,524,373",勞務類,11405
39,點切換轉臺襯墊採購,"4,880,190",財物類,11405
40,車間通道滑動支架耐磨片採購,"735,000",財物類,11405
41,貓空纜車無線電系統汰換採購,"21,508,570",財物類,11405
42,捷運車站職員廁所第1期改善工程委託設計及監造工作(114-,"4,322,000",勞務類,11405
43,371型電聯車齒輪箱油等19項採購,預算金額不公開,財物類,11405
44,自行車架增設及更新採購,"681,643",財物類,11405
45,零件清洗劑採購,預算金額不公開,財物類,11405
46,泵浦葉輪等4項採購,預算金額不公開,財物類,11405
47,兒童新樂園廁所烤漆鋼板鏽蝕更新工作,"2,408,587",勞務類,11405
48,文湖線VAL256電聯車車廂內裝優化工作(第1、4車廂),"3,626,720",勞務類,11405
49,文湖線電聯車清潔維護工作,"35,109,156",勞務類,11405
50,文湖線場站空調設備保養維護工作,"39,956,123",勞務類,11405
51,月台門指示燈燈箱採購,"1,852,200",財物類,11405
52,貓空纜車土建設施、裝修維護、油漆塗裝及安全網維護工作,"5,605,936",勞務類,11405
53,貓空纜車塔柱及軌道除鏽上漆工作,"1,036,056",勞務類,11405
54,中和新蘆線南勢角站至大橋頭站空調設備維護工作,"50,694,342",勞務類,11405
55,車門控制器等2項採購,"8,870,400",財物類,11405
