序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,冷卻水塔減速機採購,預算金額不公開,財物類,11210
2,號誌監測系統功能優化暨新增工作,"788,536",勞務類,11210
3,極限開關採購,預算金額不公開,財物類,11210
4,輻射型同軸電纜(LS)採購,預算金額不公開,財物類,11210
5,371型電聯車用集電器氣壓缸自潤軸承採購,預算金額不公開,財物類,11210
6,高密度矩陣模組採購,預算金額不公開,財物類,11210
7,淡水信義線、松山新店線OTIS及小巨蛋電(扶)梯設備維護工作,"99,110,000",勞務類,11210
8,淡水信義線及松山新店線新店段配電盤系統設備維護工作,"17,255,146",勞務類,11210
9,交九門禁系統功能改善工作,"954,000",財物類,11210
10,頸軸承油封採購,預算金額不公開,財物類,11210
11,抹布採購,"1,499,400",財物類,11210
12,第一減速機螺旋傘齒輪等2項採購,預算金額不公開,財物類,11210
13,臺北小巨蛋天幕看板SPU等相關設備送修工作,"871,500",勞務類,11210
14,淡水線臺北車站13號簡易販售區設置工作,"1,001,868",勞務類,11210
15,文湖、南港、松山線景觀植栽維護工作,"18,935,566",勞務類,11210
16,電聯車座椅塗裝翻修工作,"2,990,000",勞務類,11210
17,高運量軌道承托系統維護工作,"4,908,974",勞務類,11210
18,台灣三菱電(扶)梯設備維護工作,"35,560,000",勞務類,11210
19,捷運場站空調通風機房電磁鎖安裝工作,"1,150,000",勞務類,11210
20,321型空調換流器DC板採購,預算金額不公開,財物類,11210
21,301型電聯車牽引馬達修護工作,"1,390,200",勞務類,11210
22,Y型絕緣端子等12項採購,預算金額不公開,財物類,11210
23,防洪捲門傳動軸用車銷式法蘭接頭更換工作,"921,803",勞務類,11210
24,371型電聯車用輪緣潤滑器電磁閥等2項採購,預算金額不公開,財物類,11210
25,371型電聯車用開門按鈕等2項採購,預算金額不公開,財物類,11210
26,投捷變電站可撓式太陽能板建置工作,"436,779",勞務類,11210
27,主懸吊採購,"2,825,340",財物類,11210
28,潤滑噴劑等3項採購,預算金額不公開,財物類,11210
29,六川電(扶)梯設備維護工作,"7,698,600",勞務類,11210
30,兒童新樂園園區空間暨行政大樓辦公室改善工作 ,"3,597,024",勞務類,11210
31,電聯車橡膠地墊採購,預算金額不公開,財物類,11210
32,371型電聯車用逃生門及車間門極限開關採購,預算金額不公開,財物類,11210
33,廢水處理廠水質檢測工作,"837,312",勞務類,11210
34,輪緣潤滑脂採購,預算金額不公開,財物類,11210
35,淡信線中山站、板南線市政府及西門站天花板更新工程委託監造,"5,535,000",勞務類,11210
36,文湖線電聯車車軸大修工作,"6,023,556",勞務類,11210
37,財產商業火災保險及公共意外責任險案,"8,940,000",勞務類,11210
38,板南線板橋段場站水電及消防設備保養維護工作,"36,671,681",勞務類,11210
39,文湖線(含聯開)及貓空纜車配電盤設備維護工作,"9,424,036",勞務類,11210
40,行政大樓七樓簡報室及廊道美化改善工作,"4,855,329",勞務類,11210
41,地下街清潔維護工作,"39,798,980",勞務類,11210
42,高運量電聯車暨車載號誌系統採購工程之獨立查證與確證委託技,"19,740,000",勞務類,11210
43,捷運場站及地下街污水坑沉積物清理及環境消毒工作,"5,570,519",勞務類,11210
