序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,中山站主動式電扶梯安全系統安裝工作,2520000,勞務類,11201
2,文湖、淡水及南港線CNIM電扶梯踏階鏈條重置採購,"41,039,000",財物類,11201
3,電解電容採購,預算金額不公開,財物類,11201
4,北投塔台電力電腦重置採購,1943000,財物類,11201
5,轉轍器密著測定器採購,8421000,財物類,11201
6,淡水線露天段5E轉轍器DC配電箱重置採購,2150950,財物類,11201
7,端牆電視解碼器採購,預算金額不公開,財物類,11201
8,月台門充電器重置採購,15257000,財物類,11201
9,電扶梯踏階邊線漆料採購,預算金額不公開,財物類,11201
10,號誌機燈板(紅)等3項採購,432810,財物類,11201
11,Hytera Z1p手持麥克風採購,預算金額不公開,財物類,11201
12,繼電器板採購,"614,000",財物類,11201
13,螺栓擰聚器重置採購,1607988,財物類,11201
14,電纜孔蓋防滑改善工作,2078000,勞務類,11201
15,閥控型鉛酸蓄電池採購,"454,000",財物類,11201
16,371型電聯車車輪採購,33493824,財物類,11201
17,環狀線標線、燈片及卡典西德採購,"1,781,798",財物類,11201
18,淡水、新店及中和線主變電站氣體絕緣開關GIS大修工作,49959000,勞務類,11201
19,蘆捷主變電站161kV GIS開關驅動機構組重置採購,"6,041,000",財物類,11201
20,321型電聯車冷媒低壓管路泡棉包覆及燒焊工作,3810723,勞務類,11201
21,板南線線路變壓器重置採購,49780170,財物類,11201
22,蘆洲機廠直流開關盤直流保護控制單元重置,6880000,財物類,11201
23,停車場、地下街及車站販賣店業務服務工作,13423477,勞務類,11201
