序號/編號,標案名稱,預算金額,標的分類,統計期_民國年月
1,兒童新樂園摩天輪輻條電纜線及螺栓更新工作,6523985,勞務類,11307
2,電聯車煞車碟螺栓等8項採購,預算金額不公開,財物類,11307
3,導輪軸承採購,預算金額不公開,財物類,11307
4,直流開關盤保護電驛(SEPCOS)故障修復工作,4950000,勞務類,11307
5,檢查車隧道淨空量測系統組件採購,3329210,財物類,11307
6,新莊線頭前庄站通風井Y外牆改善工作,3972612,勞務類,11307
7,臺北捷運信用卡支付票證服務案(A、B組) ,101835000,勞務類,11307
8,貓空纜車轉角一站維修便道修護工作,"6,177,255",勞務類,11307
9,士林站TOD連通道自動收費設備建置工作,"3,274,688",勞務類,11307
10,直管接頭等5項採購,"10,207,260",財物類,11307
11,固態繼電器等2項採購,預算金額不公開,財物類,11307
12,國父紀念館站人流顯示系統租賃,1556930,財物類,11307
13,枕木鑽孔機等12項採購,"246,750",財物類,11307
14,壓力調整閥大修包等2項採購,預算金額不公開,財物類,11307
15,積體電路採購,預算金額不公開,財物類,11307
16,4呎感應線圈採購,預算金額不公開,財物類,11307
17,淡水站後廁所更新工程,"14,306,000",工程類,11307
18,370型電聯車用空氣壓縮機總成採購,預算金額不公開,財物類,11307
19,冰上樂園燈光及音響設備採購,5226000,財物類,11307
20,臺北小巨蛋暨收銀機收費系統維護工作,2785000,勞務類,11307
21,371型車門顯示器-控制板等4項採購,預算金額不公開,財物類,11307
22,淡水站鋼構油漆工作,"6,034,878",勞務類,11307
23,文湖線暨貓空纜車閉路電視不斷電設備電池採購,"1,121,027",財物類,11307
24,381型空氣彈簧氣囊採購,"10,814,160",財物類,11307
25,轉向槽輪等3項採購,預算金額不公開,財物類,11307
26,O型環33項採購,預算金額不公開,財物類,11307
27,MOTOROLA MXP600數位無線電電池採購,187500,財物類,11307
28,空調冰水管保溫材更換工作,"4,950,000",勞務類,11307
29,貓空纜車轉角2站辦公空間修繕工作,2006195,勞務類,11307
30,淡水段、新店段及板南線部分廠站空調系統重置工程,"193,456,800",工程類,11307
31,高運量371型4系列電聯車車載通訊系統重置採購,"450,077,460",財物類,11307
32,321/341型電聯車輔助電力系統及煞車系統重置採購,2052513406,財物類,11307
